
gamma	ort_gel_X	ort_gel_Y	ort_gel_Z	normort_gel	vnesh_ort_X	vnesh_ort_Y	vnesh_ort_Z	i_gelio	Omega_gelio	p_gelio	e_gelio	a_gelio	r_pi_gelio	r_a_gelio
279,0000	-3599203409,7211	-884158975,4750	12453700416,7594	12993485150,2149	-0,2770	-0,0680	0,9585	16,5730	283,8016	8,5038	0,6413	14,4433	5,1812	23,7054
279,1000	-3598113946,0510	-883898666,7059	12455808604,2624	12995186370,6447	-0,2769	-0,0680	0,9585	16,5656	283,8018	8,5060	0,6418	14,4628	5,1810	23,7447
279,2000	-3597012463,6365	-883635455,6145	12457915446,8069	12996882994,0784	-0,2768	-0,0680	0,9585	16,5581	283,8019	8,5083	0,6423	14,4824	5,1808	23,7841
279,3000	-3595898965,8330	-883369343,0026	12460020937,9748	12998575019,7245	-0,2766	-0,0680	0,9586	16,5507	283,8020	8,5105	0,6428	14,5020	5,1806	23,8235
279,4000	-3594773456,0324	-883100329,6807	12462125071,3526	13000262446,8321	-0,2765	-0,0679	0,9586	16,5431	283,8021	8,5127	0,6433	14,5217	5,1803	23,8631
279,5000	-3593635937,6631	-882828416,4684	12464227840,5307	13001945274,6906	-0,2764	-0,0679	0,9586	16,5356	283,8022	8,5149	0,6438	14,5414	5,1801	23,9027
279,6000	-3592486414,1903	-882553604,1940	12466329239,1037	13003623502,6299	-0,2763	-0,0679	0,9587	16,5279	283,8023	8,5171	0,6443	14,5612	5,1799	23,9425
279,7000	-3591324889,1155	-882275893,6945	12468429260,6704	13005297130,0204	-0,2761	-0,0678	0,9587	16,5203	283,8024	8,5193	0,6448	14,5810	5,1796	23,9823
279,8000	-3590151365,9771	-881995285,8160	12470527898,8337	13006966156,2725	-0,2760	-0,0678	0,9588	16,5125	283,8026	8,5215	0,6453	14,6008	5,1794	24,0222
279,9000	-3588965848,3497	-881711781,4131	12472625147,2009	13008630580,8371	-0,2759	-0,0678	0,9588	16,5048	283,8027	8,5237	0,6458	14,6207	5,1791	24,0623
280,0000	-3587768339,8446	-881425381,3496	12474720999,3832	13010290403,2051	-0,2758	-0,0677	0,9588	16,4969	283,8028	8,5258	0,6463	14,6406	5,1789	24,1024
280,1000	-3586558844,1097	-881136086,4978	12476815448,9966	13011945622,9078	-0,2756	-0,0677	0,9589	16,4891	283,8029	8,5280	0,6468	14,6606	5,1786	24,1426
280,2000	-3585337364,8294	-880843897,7390	12478908489,6607	13013596239,5163	-0,2755	-0,0677	0,9589	16,4811	283,8030	8,5302	0,6473	14,6806	5,1784	24,1829
280,3000	-3584103905,7243	-880548815,9632	12481000115,0000	13015242252,6418	-0,2754	-0,0677	0,9590	16,4732	283,8031	8,5323	0,6478	14,7007	5,1781	24,2232
280,4000	-3582858470,5519	-880250842,0693	12483090318,6429	13016883661,9356	-0,2752	-0,0676	0,9590	16,4652	283,8033	8,5345	0,6483	14,7208	5,1779	24,2637
280,5000	-3581601063,1060	-879949976,9650	12485179094,2223	13018520467,0888	-0,2751	-0,0676	0,9590	16,4571	283,8034	8,5366	0,6488	14,7409	5,1776	24,3043
280,6000	-3580331687,2168	-879646221,5668	12487266435,3755	13020152667,8323	-0,2750	-0,0676	0,9591	16,4490	283,8035	8,5388	0,6493	14,7611	5,1773	24,3450
280,7000	-3579050346,7512	-879339576,7999	12489352335,7440	13021780263,9371	-0,2749	-0,0675	0,9591	16,4408	283,8036	8,5409	0,6498	14,7814	5,1771	24,3857
280,8000	-3577757045,6122	-879030043,5985	12491436788,9739	13023403255,2135	-0,2747	-0,0675	0,9592	16,4326	283,8038	8,5430	0,6503	14,8017	5,1768	24,4266
280,9000	-3576451787,7395	-878717622,9055	12493519788,7154	13025021641,5119	-0,2746	-0,0675	0,9592	16,4244	283,8039	8,5451	0,6508	14,8220	5,1765	24,4675
281,0000	-3575134577,1092	-878402315,6724	12495601328,6235	13026635422,7221	-0,2744	-0,0674	0,9592	16,4161	283,8040	8,5473	0,6513	14,8424	5,1762	24,5086
281,1000	-3573805417,7337	-878084122,8599	12497681402,3575	13028244598,7736	-0,2743	-0,0674	0,9593	16,4077	283,8041	8,5494	0,6518	14,8628	5,1759	24,5497
281,2000	-3572464313,6618	-877763045,4372	12499760003,5809	13029849169,6352	-0,2742	-0,0674	0,9593	16,3993	283,8043	8,5515	0,6523	14,8833	5,1757	24,5909
281,3000	-3571111268,9787	-877439084,3824	12501837125,9622	13031449135,3155	-0,2740	-0,0673	0,9594	16,3909	283,8044	8,5536	0,6527	14,9038	5,1754	24,6322
281,4000	-3569746287,8062	-877112240,6822	12503912763,1739	13033044495,8622	-0,2739	-0,0673	0,9594	16,3824	283,8045	8,5557	0,6532	14,9244	5,1751	24,6736
281,5000	-3568369374,3022	-876782515,3323	12505986908,8934	13034635251,3625	-0,2738	-0,0673	0,9594	16,3738	283,8046	8,5578	0,6537	14,9450	5,1748	24,7152
281,6000	-3566980532,6609	-876449909,3371	12508059556,8024	13036221401,9429	-0,2736	-0,0672	0,9595	16,3652	283,8048	8,5598	0,6542	14,9656	5,1745	24,7568
281,7000	-3565579767,1130	-876114423,7098	12510130700,5873	13037802947,7690	-0,2735	-0,0672	0,9595	16,3566	283,8049	8,5619	0,6547	14,9863	5,1742	24,7984
281,8000	-3564167081,9256	-875776059,4724	12512200333,9390	13039379889,0457	-0,2733	-0,0672	0,9596	16,3479	283,8050	8,5640	0,6552	15,0071	5,1739	24,8402
281,9000	-3562742481,4018	-875434817,6555	12514268450,5531	13040952226,0170	-0,2732	-0,0671	0,9596	16,3392	283,8052	8,5661	0,6557	15,0279	5,1736	24,8821
282,0000	-3561305969,8813	-875090699,2986	12516335044,1297	13042519958,9658	-0,2731	-0,0671	0,9597	16,3304	283,8053	8,5681	0,6562	15,0487	5,1733	24,9241
282,1000	-3559857551,7399	-874743705,4500	12518400108,3737	13044083088,2141	-0,2729	-0,0671	0,9597	16,3216	283,8054	8,5702	0,6567	15,0696	5,1730	24,9662
282,2000	-3558397231,3898	-874393837,1667	12520463636,9944	13045641614,1229	-0,2728	-0,0670	0,9597	16,3127	283,8056	8,5722	0,6572	15,0905	5,1726	25,0084
282,3000	-3556925013,2794	-874041095,5144	12522525623,7060	13047195537,0920	-0,2726	-0,0670	0,9598	16,3038	283,8057	8,5743	0,6577	15,1115	5,1723	25,0506
282,4000	-3555440901,8932	-873685481,5677	12524586062,2273	13048744857,5599	-0,2725	-0,0670	0,9598	16,2948	283,8059	8,5763	0,6582	15,1325	5,1720	25,0930
282,5000	-3553944901,7522	-873326996,4098	12526644946,2820	13050289576,0041	-0,2723	-0,0669	0,9599	16,2858	283,8060	8,5783	0,6587	15,1536	5,1717	25,1354
282,6000	-3552437017,4134	-872965641,1327	12528702269,5982	13051829692,9405	-0,2722	-0,0669	0,9599	16,2767	283,8061	8,5804	0,6592	15,1747	5,1713	25,1780
282,7000	-3550917253,4701	-872601416,8371	12530758025,9090	13053365208,9238	-0,2720	-0,0668	0,9600	16,2676	283,8063	8,5824	0,6597	15,1958	5,1710	25,2207
282,8000	-3549385614,5518	-872234324,6327	12532812208,9523	13054896124,5472	-0,2719	-0,0668	0,9600	16,2585	283,8064	8,5844	0,6602	15,2170	5,1707	25,2634
282,9000	-3547842105,3240	-871864365,6375	12534864812,4705	13056422440,4425	-0,2717	-0,0668	0,9601	16,2492	283,8066	8,5864	0,6607	15,2383	5,1703	25,3062
283,0000	-3546286730,4887	-871491540,9786	12536915830,2112	13057944157,2798	-0,2716	-0,0667	0,9601	16,2400	283,8067	8,5884	0,6612	15,2596	5,1700	25,3492
283,1000	-3544719494,7837	-871115851,7916	12538965255,9266	13059461275,7677	-0,2714	-0,0667	0,9601	16,2307	283,8068	8,5904	0,6617	15,2809	5,1697	25,3922
283,2000	-3543140402,9831	-870737299,2209	12541013083,3737	13060973796,6530	-0,2713	-0,0667	0,9602	16,2213	283,8070	8,5924	0,6622	15,3023	5,1693	25,4354
283,3000	-3541549459,8971	-870355884,4197	12543059306,3146	13062481720,7209	-0,2711	-0,0666	0,9602	16,2119	283,8071	8,5944	0,6627	15,3238	5,1690	25,4786
283,4000	-3539946670,3720	-869971608,5499	12545103918,5160	13063985048,7945	-0,2710	-0,0666	0,9603	16,2025	283,8073	8,5963	0,6632	15,3453	5,1686	25,5219
283,5000	-3538332039,2902	-869584472,7820	12547146913,7498	13065483781,7355	-0,2708	-0,0666	0,9603	16,1930	283,8074	8,5983	0,6637	15,3668	5,1683	25,5653
283,6000	-3536705571,5700	-869194478,2953	12549188285,7926	13066977920,4431	-0,2707	-0,0665	0,9604	16,1835	283,8076	8,6003	0,6642	15,3884	5,1679	25,6089
283,7000	-3535067272,1661	-868801626,2778	12551228028,4261	13068467465,8550	-0,2705	-0,0665	0,9604	16,1739	283,8077	8,6022	0,6647	15,4100	5,1676	25,6525
283,8000	-3533417146,0689	-868405917,9261	12553266135,4368	13069952418,9466	-0,2703	-0,0664	0,9605	16,1642	283,8079	8,6042	0,6652	15,4317	5,1672	25,6962
283,9000	-3531755198,3051	-868007354,4457	12555302600,6163	13071432780,7310	-0,2702	-0,0664	0,9605	16,1546	283,8080	8,6062	0,6657	15,4534	5,1668	25,7400
284,0000	-3530081433,9372	-867605937,0507	12557337417,7612	13072908552,2595	-0,2700	-0,0664	0,9606	16,1448	283,8082	8,6081	0,6661	15,4752	5,1665	25,7839
284,1000	-3528395858,0637	-867201666,9639	12559370580,6731	13074379734,6208	-0,2699	-0,0663	0,9606	16,1351	283,8083	8,6100	0,6666	15,4970	5,1661	25,8279
284,2000	-3526698475,8193	-866794545,4167	12561402083,1585	13075846328,9414	-0,2697	-0,0663	0,9607	16,1252	283,8085	8,6120	0,6671	15,5189	5,1657	25,8720
284,3000	-3524989292,3744	-866384573,6493	12563431919,0293	13077308336,3855	-0,2696	-0,0663	0,9607	16,1154	283,8086	8,6139	0,6676	15,5408	5,1654	25,9162
284,4000	-3523268312,9356	-865971752,9105	12565460082,1022	13078765758,1547	-0,2694	-0,0662	0,9608	16,1055	283,8088	8,6158	0,6681	15,5628	5,1650	25,9606
284,5000	-3521535542,7452	-865556084,4579	12567486566,1990	13080218595,4881	-0,2692	-0,0662	0,9608	16,0955	283,8090	8,6177	0,6686	15,5848	5,1646	26,0050
284,6000	-3519790987,0816	-865137569,5577	12569511365,1467	13081666849,6623	-0,2691	-0,0661	0,9608	16,0855	283,8091	8,6196	0,6691	15,6068	5,1642	26,0495
284,7000	-3518034651,2589	-864716209,4847	12571534472,7774	13083110521,9911	-0,2689	-0,0661	0,9609	16,0754	283,8093	8,6215	0,6696	15,6290	5,1638	26,0941
284,8000	-3516266540,6273	-864292005,5225	12573555882,9284	13084549613,8258	-0,2687	-0,0661	0,9609	16,0653	283,8094	8,6234	0,6701	15,6511	5,1635	26,1388
284,9000	-3514486660,5727	-863864958,9632	12575575589,4422	13085984126,5547	-0,2686	-0,0660	0,9610	16,0552	283,8096	8,6253	0,6706	15,6733	5,1631	26,1836
285,0000	-3512695016,5170	-863435071,1078	12577593586,1663	13087414061,6033	-0,2684	-0,0660	0,9610	16,0450	283,8098	8,6272	0,6711	15,6956	5,1627	26,2285
285,1000	-3510891613,9179	-863002343,2657	12579609866,9535	13088839420,4343	-0,2682	-0,0659	0,9611	16,0347	283,8099	8,6291	0,6716	15,7179	5,1623	26,2735
285,2000	-3509076458,2687	-862566776,7551	12581624425,6620	13090260204,5472	-0,2681	-0,0659	0,9611	16,0245	283,8101	8,6310	0,6721	15,7402	5,1619	26,3186
285,3000	-3507249555,0988	-862128372,9028	12583637256,1550	13091676415,4786	-0,2679	-0,0659	0,9612	16,0141	283,8102	8,6328	0,6725	15,7626	5,1615	26,3638
285,4000	-3505410909,9733	-861687133,0443	12585648352,3012	13093088054,8019	-0,2677	-0,0658	0,9612	16,0037	283,8104	8,6347	0,6730	15,7851	5,1611	26,4091
285,5000	-3503560528,4929	-861243058,5236	12587657707,9743	13094495124,1273	-0,2676	-0,0658	0,9613	15,9933	283,8106	8,6365	0,6735	15,8076	5,1607	26,4545
285,6000	-3501698416,2943	-860796150,6936	12589665317,0535	13095897625,1018	-0,2674	-0,0657	0,9613	15,9828	283,8107	8,6384	0,6740	15,8301	5,1603	26,5000
285,7000	-3499824579,0498	-860346410,9155	12591671173,4233	13097295559,4091	-0,2672	-0,0657	0,9614	15,9723	283,8109	8,6402	0,6745	15,8527	5,1599	26,5456
285,8000	-3497939022,4674	-859893840,5593	12593675270,9736	13098688928,7693	-0,2670	-0,0656	0,9614	15,9618	283,8111	8,6421	0,6750	15,8754	5,1594	26,5913
285,9000	-3496041752,2908	-859438441,0036	12595677603,5994	13100077734,9392	-0,2669	-0,0656	0,9615	15,9511	283,8113	8,6439	0,6755	15,8980	5,1590	26,6371
286,0000	-3494132774,2995	-858980213,6358	12597678165,2013	13101461979,7121	-0,2667	-0,0656	0,9615	15,9405	283,8114	8,6457	0,6760	15,9208	5,1586	26,6830
286,1000	-3492212094,3085	-858519159,8515	12599676949,6853	13102841664,9175	-0,2665	-0,0655	0,9616	15,9298	283,8116	8,6476	0,6765	15,9436	5,1582	26,7290
286,2000	-3490279718,1686	-858055281,0553	12601673950,9627	13104216792,4213	-0,2663	-0,0655	0,9617	15,9190	283,8118	8,6494	0,6770	15,9664	5,1578	26,7751
286,3000	-3488335651,7661	-857588578,6602	12603669162,9503	13105587364,1258	-0,2662	-0,0654	0,9617	15,9082	283,8119	8,6512	0,6775	15,9893	5,1573	26,8213
286,4000	-3486379901,0229	-857119054,0879	12605662579,5704	13106953381,9693	-0,2660	-0,0654	0,9618	15,8974	283,8121	8,6530	0,6779	16,0123	5,1569	26,8676
286,5000	-3484412471,8967	-856646708,7686	12607654194,7506	13108314847,9263	-0,2658	-0,0654	0,9618	15,8865	283,8123	8,6548	0,6784	16,0352	5,1565	26,9140
286,6000	-3482433370,3806	-856171544,1412	12609644002,4242	13109671764,0072	-0,2656	-0,0653	0,9619	15,8756	283,8125	8,6566	0,6789	16,0583	5,1561	26,9605
286,7000	-3480442602,5032	-855693561,6531	12611631996,5298	13111024132,2586	-0,2655	-0,0653	0,9619	15,8646	283,8127	8,6584	0,6794	16,0814	5,1556	27,0071
286,8000	-3478440174,3288	-855212762,7603	12613618171,0117	13112371954,7627	-0,2653	-0,0652	0,9620	15,8535	283,8128	8,6601	0,6799	16,1045	5,1552	27,0538
286,9000	-3476426091,9570	-854729148,9274	12615602519,8196	13113715233,6378	-0,2651	-0,0652	0,9620	15,8425	283,8130	8,6619	0,6804	16,1277	5,1547	27,1006
287,0000	-3474400361,5233	-854242721,6276	12617585036,9089	13115053971,0378	-0,2649	-0,0651	0,9621	15,8314	283,8132	8,6637	0,6809	16,1509	5,1543	27,1476
287,1000	-3472362989,1982	-853753482,3426	12619565716,2405	13116388169,1523	-0,2647	-0,0651	0,9621	15,8202	283,8134	8,6654	0,6814	16,1742	5,1539	27,1946
287,2000	-3470313981,1880	-853261432,5628	12621544551,7809	13117717830,2066	-0,2646	-0,0650	0,9622	15,8090	283,8136	8,6672	0,6818	16,1976	5,1534	27,2417
287,3000	-3468253343,7344	-852766573,7869	12623521537,5022	13119042956,4613	-0,2644	-0,0650	0,9622	15,7977	283,8137	8,6690	0,6823	16,2209	5,1530	27,2889
287,4000	-3466181083,1143	-852268907,5225	12625496667,3822	13120363550,2126	-0,2642	-0,0650	0,9623	15,7864	283,8139	8,6707	0,6828	16,2444	5,1525	27,3363
287,5000	-3464097205,6402	-851768435,2855	12627469935,4043	13121679613,7923	-0,2640	-0,0649	0,9623	15,7751	283,8141	8,6724	0,6833	16,2679	5,1521	27,3837
287,6000	-3462001717,6600	-851265158,6005	12629441335,5575	13122991149,5671	-0,2638	-0,0649	0,9624	15,7637	283,8143	8,6742	0,6838	16,2914	5,1516	27,4312
287,7000	-3459894625,5569	-850759079,0005	12631410861,8367	13124298159,9392	-0,2636	-0,0648	0,9624	15,7522	283,8145	8,6759	0,6843	16,3150	5,1511	27,4789
287,8000	-3457775935,7495	-850250198,0270	12633378508,2422	13125600647,3460	-0,2634	-0,0648	0,9625	15,7407	283,8147	8,6776	0,6848	16,3386	5,1507	27,5266
287,9000	-3455645654,6916	-849738517,2303	12635344268,7805	13126898614,2599	-0,2632	-0,0647	0,9626	15,7292	283,8149	8,6793	0,6852	16,3623	5,1502	27,5744
288,0000	-3453503788,8726	-849224038,1691	12637308137,4633	13128192063,1882	-0,2631	-0,0647	0,9626	15,7176	283,8151	8,6811	0,6857	16,3861	5,1497	27,6224
288,1000	-3451350344,8168	-848706762,4104	12639270108,3084	13129480996,6733	-0,2629	-0,0646	0,9627	15,7060	283,8152	8,6828	0,6862	16,4099	5,1493	27,6704
288,2000	-3449185329,0840	-848186691,5301	12641230175,3393	13130765417,2925	-0,2627	-0,0646	0,9627	15,6943	283,8154	8,6845	0,6867	16,4337	5,1488	27,7186
288,3000	-3447008748,2693	-847663827,1123	12643188332,5852	13132045327,6578	-0,2625	-0,0645	0,9628	15,6826	283,8156	8,6861	0,6872	16,4576	5,1483	27,7668
288,4000	-3444820609,0029	-847138170,7498	12645144574,0814	13133320730,4159	-0,2623	-0,0645	0,9628	15,6709	283,8158	8,6878	0,6877	16,4815	5,1479	27,8152
288,5000	-3442620917,9502	-846609724,0438	12647098893,8688	13134591628,2483	-0,2621	-0,0645	0,9629	15,6591	283,8160	8,6895	0,6881	16,5055	5,1474	27,8637
288,6000	-3440409681,8119	-846078488,6041	12649051285,9941	13135858023,8708	-0,2619	-0,0644	0,9629	15,6472	283,8162	8,6912	0,6886	16,5296	5,1469	27,9122
288,7000	-3438186907,3238	-845544466,0488	12651001744,5100	13137119920,0340	-0,2617	-0,0644	0,9630	15,6353	283,8164	8,6929	0,6891	16,5537	5,1464	27,9609
288,8000	-3435952601,2568	-845007658,0049	12652950263,4751	13138377319,5226	-0,2615	-0,0643	0,9631	15,6234	283,8166	8,6945	0,6896	16,5778	5,1459	28,0097
288,9000	-3433706770,4171	-844468066,1073	12654896836,9539	13139630225,1558	-0,2613	-0,0643	0,9631	15,6114	283,8168	8,6962	0,6901	16,6020	5,1455	28,0586
289,0000	-3431449421,6457	-843925691,9999	12656841459,0168	13140878639,7872	-0,2611	-0,0642	0,9632	15,5994	283,8170	8,6978	0,6906	16,6263	5,1450	28,1076
289,1000	-3429180561,8191	-843380537,3347	12658784123,7400	13142122566,3043	-0,2609	-0,0642	0,9632	15,5873	283,8172	8,6995	0,6910	16,6506	5,1445	28,1566
289,2000	-3426900197,8486	-842832603,7725	12660724825,2060	13143362007,6290	-0,2607	-0,0641	0,9633	15,5752	283,8174	8,7011	0,6915	16,6749	5,1440	28,2058
289,3000	-3424608336,6804	-842281892,9823	12662663557,5030	13144596966,7169	-0,2605	-0,0641	0,9633	15,5630	283,8176	8,7028	0,6920	16,6993	5,1435	28,2551
289,4000	-3422304985,2961	-841728406,6417	12664600314,7253	13145827446,5577	-0,2603	-0,0640	0,9634	15,5508	283,8178	8,7044	0,6925	16,7238	5,1430	28,3045
289,5000	-3419990150,7120	-841172146,4367	12666535090,9732	13147053450,1752	-0,2601	-0,0640	0,9635	15,5385	283,8180	8,7060	0,6930	16,7483	5,1425	28,3541
289,6000	-3417663839,9795	-840613114,0618	12668467880,3530	13148274980,6266	-0,2599	-0,0639	0,9635	15,5262	283,8182	8,7076	0,6934	16,7728	5,1420	28,4037
289,7000	-3415326060,1850	-840051311,2199	12670398676,9771	13149492041,0032	-0,2597	-0,0639	0,9636	15,5139	283,8185	8,7092	0,6939	16,7974	5,1415	28,4534
289,8000	-3412976818,4498	-839486739,6222	12672327474,9640	13150704634,4295	-0,2595	-0,0638	0,9636	15,5015	283,8187	8,7109	0,6944	16,8221	5,1410	28,5032
289,9000	-3410616121,9300	-838919400,9887	12674254268,4383	13151912764,0640	-0,2593	-0,0638	0,9637	15,4891	283,8189	8,7125	0,6949	16,8468	5,1405	28,5532
290,0000	-3408243977,8167	-838349297,0475	12676179051,5305	13153116433,0984	-0,2591	-0,0637	0,9637	15,4766	283,8191	8,7140	0,6953	16,8716	5,1400	28,6032
290,1000	-3405860393,3360	-837776429,5353	12678101818,3774	13154315644,7580	-0,2589	-0,0637	0,9638	15,4641	283,8193	8,7156	0,6958	16,8964	5,1395	28,6533
290,2000	-3403465375,7486	-837200800,1971	12680022563,1220	13155510402,3012	-0,2587	-0,0636	0,9639	15,4515	283,8195	8,7172	0,6963	16,9213	5,1390	28,7036
290,3000	-3401058932,3501	-836622410,7864	12681941279,9134	13156700709,0197	-0,2585	-0,0636	0,9639	15,4389	283,8197	8,7188	0,6968	16,9462	5,1384	28,7540
290,4000	-3398641070,4710	-836041263,0650	12683857962,9068	13157886568,2386	-0,2583	-0,0635	0,9640	15,4262	283,8200	8,7204	0,6973	16,9712	5,1379	28,8044
290,5000	-3396211797,4765	-835457358,8032	12685772606,2636	13159067983,3158	-0,2581	-0,0635	0,9640	15,4135	283,8202	8,7219	0,6977	16,9962	5,1374	28,8550
290,6000	-3393771120,7667	-834870699,7798	12687685204,1516	13160244957,6423	-0,2579	-0,0634	0,9641	15,4008	283,8204	8,7235	0,6982	17,0213	5,1369	28,9057
290,7000	-3391319047,7762	-834281287,7817	12689595750,7446	13161417494,6419	-0,2577	-0,0634	0,9642	15,3880	283,8206	8,7250	0,6987	17,0464	5,1364	28,9565
290,8000	-3388855585,9745	-833689124,6044	12691504240,2227	13162585597,7716	-0,2575	-0,0633	0,9642	15,3751	283,8208	8,7266	0,6992	17,0716	5,1358	29,0073
290,9000	-3386380742,8656	-833094212,0518	12693410666,7724	13163749270,5208	-0,2573	-0,0633	0,9643	15,3622	283,8211	8,7281	0,6996	17,0968	5,1353	29,0583
291,0000	-3383894525,9885	-832496551,9360	12695315024,5864	13164908516,4117	-0,2570	-0,0632	0,9643	15,3493	283,8213	8,7297	0,7001	17,1221	5,1348	29,1094
291,1000	-3381396942,9166	-831896146,0777	12697217307,8636	13166063338,9991	-0,2568	-0,0632	0,9644	15,3364	283,8215	8,7312	0,7006	17,1475	5,1342	29,1607
291,2000	-3378888001,2578	-831292996,3058	12699117510,8094	13167213741,8703	-0,2566	-0,0631	0,9644	15,3233	283,8217	8,7327	0,7011	17,1728	5,1337	29,2120
291,3000	-3376367708,6550	-830687104,4575	12701015627,6354	13168359728,6450	-0,2564	-0,0631	0,9645	15,3103	283,8220	8,7343	0,7015	17,1983	5,1332	29,2634
291,4000	-3373836072,7853	-830078472,3785	12702911652,5597	13169501302,9754	-0,2562	-0,0630	0,9646	15,2972	283,8222	8,7358	0,7020	17,2238	5,1326	29,3149
291,5000	-3371293101,3606	-829467101,9229	12704805579,8066	13170638468,5458	-0,2560	-0,0630	0,9646	15,2840	283,8224	8,7373	0,7025	17,2493	5,1321	29,3666
291,6000	-3368738802,1271	-828852994,9529	12706697403,6068	13171771229,0727	-0,2558	-0,0629	0,9647	15,2708	283,8226	8,7388	0,7029	17,2749	5,1316	29,4183
291,7000	-3366173182,8658	-828236153,3393	12708587118,1977	13172899588,3049	-0,2555	-0,0629	0,9648	15,2576	283,8229	8,7403	0,7034	17,3006	5,1310	29,4702
291,8000	-3363596251,3919	-827616578,9610	12710474717,8226	13174023550,0229	-0,2553	-0,0628	0,9648	15,2443	283,8231	8,7418	0,7039	17,3263	5,1305	29,5221
291,9000	-3361008015,5553	-826994273,7054	12712360196,7318	13175143118,0394	-0,2551	-0,0628	0,9649	15,2310	283,8233	8,7433	0,7044	17,3521	5,1299	29,5742
292,0000	-3358408483,2400	-826369239,4682	12714243549,1817	13176258296,1988	-0,2549	-0,0627	0,9649	15,2176	283,8236	8,7447	0,7048	17,3779	5,1294	29,6264
292,1000	-3355797662,3649	-825741478,1532	12716124769,4353	13177369088,3773	-0,2547	-0,0627	0,9650	15,2042	283,8238	8,7462	0,7053	17,4038	5,1288	29,6787
292,2000	-3353175560,8828	-825110991,6728	12718003851,7621	13178475498,4829	-0,2544	-0,0626	0,9651	15,1908	283,8240	8,7477	0,7058	17,4297	5,1283	29,7311
292,3000	-3350542186,7811	-824477781,9475	12719880790,4380	13179577530,4551	-0,2542	-0,0626	0,9651	15,1772	283,8243	8,7491	0,7062	17,4556	5,1277	29,7836
292,4000	-3347897548,0816	-823841850,9062	12721755579,7456	13180675188,2649	-0,2540	-0,0625	0,9652	15,1637	283,8245	8,7506	0,7067	17,4817	5,1272	29,8362
292,5000	-3345241652,8404	-823203200,4861	12723628213,9739	13181768475,9148	-0,2538	-0,0625	0,9652	15,1501	283,8248	8,7521	0,7072	17,5078	5,1266	29,8889
292,6000	-3342574509,1476	-822561832,6325	12725498687,4186	13182857397,4385	-0,2536	-0,0624	0,9653	15,1365	283,8250	8,7535	0,7076	17,5339	5,1261	29,9417
292,7000	-3339896125,1279	-821917749,2993	12727366994,3819	13183941956,9012	-0,2533	-0,0623	0,9654	15,1228	283,8252	8,7549	0,7081	17,5601	5,1255	29,9947
292,8000	-3337206508,9402	-821270952,4484	12729233129,1726	13185022158,3990	-0,2531	-0,0623	0,9654	15,1091	283,8255	8,7564	0,7086	17,5863	5,1249	30,0477
292,9000	-3334505668,7774	-820621444,0500	12731097086,1061	13186098006,0594	-0,2529	-0,0622	0,9655	15,0953	283,8257	8,7578	0,7091	17,6126	5,1244	30,1009
293,0000	-3331793612,8667	-819969226,0827	12732958859,5045	13187169504,0406	-0,2527	-0,0622	0,9656	15,0815	283,8260	8,7592	0,7095	17,6390	5,1238	30,1541
293,1000	-3329070349,4697	-819314300,5333	12734818443,6966	13188236656,5319	-0,2524	-0,0621	0,9656	15,0677	283,8262	8,7606	0,7100	17,6654	5,1232	30,2075
293,2000	-3326335886,8817	-818656669,3967	12736675833,0176	13189299467,7534	-0,2522	-0,0621	0,9657	15,0538	283,8265	8,7621	0,7105	17,6918	5,1227	30,2610
293,3000	-3323590233,4326	-817996334,6762	12738531021,8097	13190357941,9559	-0,2520	-0,0620	0,9657	15,0398	283,8267	8,7635	0,7109	17,7183	5,1221	30,3146
293,4000	-3320833397,4859	-817333298,3833	12740384004,4216	13191412083,4210	-0,2517	-0,0620	0,9658	15,0258	283,8270	8,7649	0,7114	17,7449	5,1215	30,3683
293,5000	-3318065387,4394	-816667562,5378	12742234775,2089	13192461896,4607	-0,2515	-0,0619	0,9659	15,0118	283,8272	8,7663	0,7118	17,7715	5,1209	30,4221
293,6000	-3315286211,7252	-815999129,1675	12744083328,5337	13193507385,4175	-0,2513	-0,0618	0,9659	14,9978	283,8275	8,7676	0,7123	17,7982	5,1204	30,4760
293,7000	-3312495878,8089	-815328000,3087	12745929658,7651	13194548554,6645	-0,2511	-0,0618	0,9660	14,9836	283,8277	8,7690	0,7128	17,8249	5,1198	30,5300
293,8000	-3309694397,1904	-814654178,0057	12747773760,2787	13195585408,6049	-0,2508	-0,0617	0,9661	14,9695	283,8280	8,7704	0,7132	17,8517	5,1192	30,5842
293,9000	-3306881775,4035	-813977664,3111	12749615627,4573	13196617951,6721	-0,2506	-0,0617	0,9661	14,9553	283,8283	8,7718	0,7137	17,8785	5,1186	30,6384
294,0000	-3304058022,0160	-813298461,2857	12751455254,6900	13197646188,3299	-0,2504	-0,0616	0,9662	14,9410	283,8285	8,7731	0,7142	17,9054	5,1180	30,6928
294,1000	-3301223145,6295	-812616570,9984	12753292636,3731	13198670123,0719	-0,2501	-0,0616	0,9663	14,9268	283,8288	8,7745	0,7146	17,9323	5,1175	30,7472
294,2000	-3298377154,8795	-811931995,5265	12755127766,9096	13199689760,4216	-0,2499	-0,0615	0,9663	14,9124	283,8290	8,7759	0,7151	17,9593	5,1169	30,8018
294,3000	-3295520058,4354	-811244736,9552	12756960640,7094	13200705104,9327	-0,2496	-0,0615	0,9664	14,8981	283,8293	8,7772	0,7155	17,9864	5,1163	30,8565
