
gamma	ort_gel_X	ort_gel_Y	ort_gel_Z	normort_gel	vnesh_ort_X	vnesh_ort_Y	vnesh_ort_Z	i_gelio	Omega_gelio	p_gelio	e_gelio	a_gelio	r_pi_gelio	r_a_gelio
294,4000	-3292651865,0004	-810554797,3780	12758791252,1892	13201716161,1884	-0,2494	-0,0614	0,9664	14,8836	283,8296	8,7786	0,7160	18,0135	5,1157	30,9113
294,5000	-3289772583,3115	-809862178,8966	12760619595,7727	13202722933,8017	-0,2492	-0,0613	0,9665	14,8692	283,8298	8,7799	0,7165	18,0406	5,1151	30,9662
294,6000	-3286882222,1396	-809166883,6210	12762445665,8904	13203725427,4152	-0,2489	-0,0613	0,9666	14,8547	283,8301	8,7812	0,7169	18,0678	5,1145	31,0212
294,7000	-3283980790,2891	-808468913,6689	12764269456,9798	13204723646,7010	-0,2487	-0,0612	0,9666	14,8401	283,8304	8,7826	0,7174	18,0951	5,1139	31,0763
294,8000	-3281068296,5983	-807768271,1667	12766090963,4852	13205717596,3605	-0,2485	-0,0612	0,9667	14,8256	283,8306	8,7839	0,7178	18,1224	5,1133	31,1316
294,9000	-3278144749,9393	-807064958,2485	12767910179,8582	13206707281,1247	-0,2482	-0,0611	0,9668	14,8109	283,8309	8,7852	0,7183	18,1498	5,1127	31,1869
295,0000	-3275210159,2175	-806358977,0568	12769727100,5570	13207692705,7537	-0,2480	-0,0611	0,9668	14,7962	283,8312	8,7865	0,7188	18,1772	5,1121	31,2424
295,1000	-3272264533,3723	-805650329,7421	12771541720,0469	13208673875,0368	-0,2477	-0,0610	0,9669	14,7815	283,8315	8,7878	0,7192	18,2047	5,1115	31,2979
295,2000	-3269307881,3766	-804939018,4631	12773354032,8004	13209650793,7921	-0,2475	-0,0609	0,9670	14,7668	283,8317	8,7891	0,7197	18,2323	5,1109	31,3536
295,3000	-3266340212,2368	-804225045,3865	12775164033,2967	13210623466,8672	-0,2473	-0,0609	0,9670	14,7520	283,8320	8,7904	0,7201	18,2598	5,1103	31,4094
295,4000	-3263361534,9931	-803508412,6873	12776971716,0225	13211591899,1380	-0,2470	-0,0608	0,9671	14,7371	283,8323	8,7917	0,7206	18,2875	5,1097	31,4653
295,5000	-3260371858,7188	-802789122,5485	12778777075,4710	13212556095,5097	-0,2468	-0,0608	0,9672	14,7222	283,8326	8,7930	0,7210	18,3152	5,1091	31,5213
295,6000	-3257371192,5212	-802067177,1610	12780580106,1429	13213516060,9159	-0,2465	-0,0607	0,9672	14,7073	283,8328	8,7943	0,7215	18,3429	5,1085	31,5774
295,7000	-3254359545,5408	-801342578,7242	12782380802,5458	13214471800,3188	-0,2463	-0,0606	0,9673	14,6923	283,8331	8,7955	0,7220	18,3708	5,1079	31,6336
295,8000	-3251336926,9516	-800615329,4451	12784179159,1946	13215423318,7093	-0,2460	-0,0606	0,9674	14,6773	283,8334	8,7968	0,7224	18,3986	5,1073	31,6900
295,9000	-3248303345,9609	-799885431,5393	12785975170,6110	13216370621,1066	-0,2458	-0,0605	0,9674	14,6623	283,8337	8,7981	0,7229	18,4265	5,1066	31,7464
296,0000	-3245258811,8096	-799152887,2300	12787768831,3242	13217313712,5583	-0,2455	-0,0605	0,9675	14,6472	283,8340	8,7993	0,7233	18,4545	5,1060	31,8030
296,1000	-3242203333,7720	-798417698,7487	12789560135,8703	13218252598,1402	-0,2453	-0,0604	0,9676	14,6320	283,8343	8,8006	0,7238	18,4825	5,1054	31,8596
296,2000	-3239136921,1554	-797679868,3350	12791349078,7927	13219187282,9561	-0,2450	-0,0603	0,9676	14,6168	283,8346	8,8018	0,7242	18,5106	5,1048	31,9164
296,3000	-3236059583,3007	-796939398,2363	12793135654,6419	13220117772,1382	-0,2448	-0,0603	0,9677	14,6016	283,8348	8,8031	0,7247	18,5388	5,1042	31,9733
296,4000	-3232971329,5821	-796196290,7084	12794919857,9759	13221044070,8464	-0,2445	-0,0602	0,9678	14,5863	283,8351	8,8043	0,7251	18,5669	5,1036	32,0303
296,5000	-3229872169,4069	-795450548,0147	12796701683,3595	13221966184,2686	-0,2443	-0,0602	0,9678	14,5710	283,8354	8,8055	0,7256	18,5952	5,1029	32,0874
296,6000	-3226762112,2156	-794702172,4271	12798481125,3650	13222884117,6203	-0,2440	-0,0601	0,9679	14,5557	283,8357	8,8067	0,7260	18,6235	5,1023	32,1447
296,7000	-3223641167,4821	-793951166,2251	12800258178,5719	13223797876,1449	-0,2438	-0,0600	0,9680	14,5403	283,8360	8,8080	0,7265	18,6518	5,1017	32,2020
296,8000	-3220509344,7133	-793197531,6965	12802032837,5671	13224707465,1132	-0,2435	-0,0600	0,9680	14,5248	283,8363	8,8092	0,7269	18,6803	5,1011	32,2594
296,9000	-3217366653,4492	-792441271,1369	12803805096,9445	13225612889,8237	-0,2433	-0,0599	0,9681	14,5094	283,8366	8,8104	0,7274	18,7087	5,1004	32,3170
297,0000	-3214213103,2630	-791682386,8501	12805574951,3057	13226514155,6021	-0,2430	-0,0599	0,9682	14,4938	283,8369	8,8116	0,7278	18,7372	5,0998	32,3747
297,1000	-3211048703,7611	-790920881,1478	12807342395,2592	13227411267,8016	-0,2428	-0,0598	0,9682	14,4783	283,8372	8,8128	0,7283	18,7658	5,0992	32,4325
297,2000	-3207873464,5826	-790156756,3496	12809107423,4212	13228304231,8024	-0,2425	-0,0597	0,9683	14,4627	283,8375	8,8140	0,7287	18,7944	5,0985	32,4903
297,3000	-3204687395,4000	-789390014,7832	12810870030,4150	13229193053,0120	-0,2422	-0,0597	0,9684	14,4470	283,8378	8,8151	0,7292	18,8231	5,0979	32,5484
297,4000	-3201490505,9186	-788620658,7843	12812630210,8716	13230077736,8649	-0,2420	-0,0596	0,9684	14,4313	283,8381	8,8163	0,7296	18,8519	5,0973	32,6065
297,5000	-3198282805,8765	-787848690,6963	12814387959,4290	13230958288,8223	-0,2417	-0,0595	0,9685	14,4156	283,8384	8,8175	0,7301	18,8807	5,0966	32,6647
297,6000	-3195064305,0452	-787074112,8709	12816143270,7328	13231834714,3726	-0,2415	-0,0595	0,9686	14,3998	283,8387	8,8187	0,7305	18,9095	5,0960	32,7230
297,7000	-3191835013,2285	-786296927,6676	12817896139,4361	13232707019,0307	-0,2412	-0,0594	0,9687	14,3840	283,8391	8,8198	0,7310	18,9384	5,0954	32,7815
297,8000	-3188594940,2637	-785517137,4537	12819646560,1994	13233575208,3381	-0,2409	-0,0594	0,9687	14,3681	283,8394	8,8210	0,7314	18,9674	5,0947	32,8400
297,9000	-3185344096,0203	-784734744,6048	12821394527,6905	13234439287,8630	-0,2407	-0,0593	0,9688	14,3522	283,8397	8,8221	0,7318	18,9964	5,0941	32,8987
298,0000	-3182082490,4012	-783949751,5040	12823140036,5848	13235299263,2001	-0,2404	-0,0592	0,9689	14,3363	283,8400	8,8233	0,7323	19,0255	5,0934	32,9575
298,1000	-3178810133,3417	-783162160,5427	12824883081,5652	13236155139,9702	-0,2402	-0,0592	0,9689	14,3203	283,8403	8,8244	0,7327	19,0546	5,0928	33,0164
298,2000	-3175527034,8100	-782371974,1198	12826623657,3221	13237006923,8205	-0,2399	-0,0591	0,9690	14,3043	283,8406	8,8256	0,7332	19,0838	5,0922	33,0754
298,3000	-3172233204,8070	-781579194,6426	12828361758,5534	13237854620,4245	-0,2396	-0,0590	0,9691	14,2882	283,8409	8,8267	0,7336	19,1130	5,0915	33,1345
298,4000	-3168928653,3662	-780783824,5259	12830097379,9645	13238698235,4814	-0,2394	-0,0590	0,9691	14,2721	283,8413	8,8278	0,7341	19,1423	5,0909	33,1937
298,5000	-3165613390,5539	-779985866,1926	12831830516,2685	13239537774,7168	-0,2391	-0,0589	0,9692	14,2560	283,8416	8,8289	0,7345	19,1716	5,0902	33,2531
298,6000	-3162287426,4689	-779185322,0734	12833561162,1858	13240373243,8819	-0,2388	-0,0588	0,9693	14,2398	283,8419	8,8300	0,7349	19,2010	5,0896	33,3125
298,7000	-3158950771,2428	-778382194,6068	12835289312,4448	13241204648,7536	-0,2386	-0,0588	0,9693	14,2235	283,8422	8,8312	0,7354	19,2305	5,0889	33,3721
298,8000	-3155603435,0395	-777576486,2394	12837014961,7810	13242031995,1348	-0,2383	-0,0587	0,9694	14,2073	283,8426	8,8323	0,7358	19,2600	5,0883	33,4317
298,9000	-3152245428,0556	-776768199,4255	12838738104,9378	13242855288,8537	-0,2380	-0,0587	0,9695	14,1909	283,8429	8,8334	0,7363	19,2896	5,0876	33,4915
299,0000	-3148876760,5202	-775957336,6272	12840458736,6664	13243674535,7640	-0,2378	-0,0586	0,9696	14,1746	283,8432	8,8345	0,7367	19,3192	5,0870	33,5514
299,1000	-3145497442,6948	-775143900,3147	12842176851,7253	13244489741,7449	-0,2375	-0,0585	0,9696	14,1582	283,8436	8,8355	0,7371	19,3489	5,0863	33,6114
299,2000	-3142107484,8734	-774327892,9657	12843892444,8809	13245300912,7007	-0,2372	-0,0585	0,9697	14,1417	283,8439	8,8366	0,7376	19,3786	5,0856	33,6715
299,3000	-3138706897,3825	-773509317,0659	12845605510,9072	13246108054,5613	-0,2370	-0,0584	0,9698	14,1253	283,8442	8,8377	0,7380	19,4084	5,0850	33,7318
299,4000	-3135295690,5807	-772688175,1090	12847316044,5858	13246911173,2811	-0,2367	-0,0583	0,9698	14,1087	283,8446	8,8388	0,7384	19,4382	5,0843	33,7921
299,5000	-3131873874,8593	-771864469,5961	12849024040,7062	13247710274,8398	-0,2364	-0,0583	0,9699	14,0922	283,8449	8,8398	0,7389	19,4681	5,0837	33,8526
299,6000	-3128441460,6416	-771038203,0365	12850729494,0656	13248505365,2421	-0,2361	-0,0582	0,9700	14,0756	283,8452	8,8409	0,7393	19,4981	5,0830	33,9131
299,7000	-3124998458,3835	-770209377,9472	12852432399,4687	13249296450,5173	-0,2359	-0,0581	0,9700	14,0589	283,8456	8,8420	0,7397	19,5281	5,0823	33,9738
299,8000	-3121544878,5728	-769377996,8528	12854132751,7284	13250083536,7194	-0,2356	-0,0581	0,9701	14,0422	283,8459	8,8430	0,7402	19,5581	5,0817	34,0346
299,9000	-3118080731,7298	-768544062,2859	12855830545,6650	13250866629,9270	-0,2353	-0,0580	0,9702	14,0255	283,8463	8,8440	0,7406	19,5882	5,0810	34,0955
300,0000	-3114606028,4068	-767707576,7868	12857525776,1068	13251645736,2432	-0,2350	-0,0579	0,9703	14,0087	283,8466	8,8451	0,7410	19,6184	5,0803	34,1565
300,1000	-3111120779,1885	-766868542,9036	12859218437,8897	13252420861,7956	-0,2348	-0,0579	0,9703	13,9919	283,8470	8,8461	0,7415	19,6486	5,0797	34,2176
300,2000	-3107624994,6915	-766026963,1922	12860908525,8576	13253192012,7359	-0,2345	-0,0578	0,9704	13,9751	283,8473	8,8472	0,7419	19,6789	5,0790	34,2788
300,3000	-3104118685,5646	-765182840,2161	12862596034,8623	13253959195,2400	-0,2342	-0,0577	0,9705	13,9582	283,8477	8,8482	0,7423	19,7092	5,0783	34,3402
300,4000	-3100601862,4885	-764336176,5466	12864280959,7633	13254722415,5081	-0,2339	-0,0577	0,9705	13,9413	283,8480	8,8492	0,7428	19,7396	5,0777	34,4016
300,5000	-3097074536,1762	-763486974,7629	12865963295,4280	13255481679,7642	-0,2336	-0,0576	0,9706	13,9243	283,8484	8,8502	0,7432	19,7701	5,0770	34,4632
300,6000	-3093536717,3724	-762635237,4518	12867643036,7318	13256236994,2562	-0,2334	-0,0575	0,9707	13,9073	283,8487	8,8512	0,7436	19,8006	5,0763	34,5248
300,7000	-3089988416,8541	-761780967,2078	12869320178,5577	13256988365,2557	-0,2331	-0,0575	0,9708	13,8902	283,8491	8,8522	0,7441	19,8311	5,0757	34,5866
300,8000	-3086429645,4299	-760924166,6331	12870994715,7971	13257735799,0583	-0,2328	-0,0574	0,9708	13,8731	283,8494	8,8532	0,7445	19,8617	5,0750	34,6485
300,9000	-3082860413,9404	-760064838,3378	12872666643,3489	13258479301,9828	-0,2325	-0,0573	0,9709	13,8560	283,8498	8,8542	0,7449	19,8924	5,0743	34,7105
301,0000	-3079280733,2583	-759202984,9395	12874335956,1202	13259218880,3718	-0,2322	-0,0573	0,9710	13,8388	283,8502	8,8552	0,7453	19,9231	5,0736	34,7726
301,1000	-3075690614,2877	-758338609,0636	12876002649,0260	13259954540,5909	-0,2320	-0,0572	0,9710	13,8216	283,8505	8,8562	0,7458	19,9539	5,0729	34,8348
301,2000	-3072090067,9648	-757471713,3430	12877666716,9892	13260686289,0294	-0,2317	-0,0571	0,9711	13,8044	283,8509	8,8572	0,7462	19,9847	5,0723	34,8972
301,3000	-3068479105,2576	-756602300,4185	12879328154,9407	13261414132,0995	-0,2314	-0,0571	0,9712	13,7871	283,8513	8,8581	0,7466	20,0156	5,0716	34,9596
301,4000	-3064857737,1656	-755730372,9385	12880986957,8196	13262138076,2366	-0,2311	-0,0570	0,9713	13,7697	283,8516	8,8591	0,7470	20,0465	5,0709	35,0222
301,5000	-3061225974,7201	-754855933,5591	12882643120,5729	13262858127,8989	-0,2308	-0,0569	0,9713	13,7523	283,8520	8,8601	0,7475	20,0775	5,0702	35,0848
301,6000	-3057583828,9842	-753978984,9439	12884296638,1555	13263574293,5676	-0,2305	-0,0568	0,9714	13,7349	283,8524	8,8610	0,7479	20,1086	5,0695	35,1476
301,7000	-3053931311,0523	-753099529,7642	12885947505,5307	13264286579,7467	-0,2302	-0,0568	0,9715	13,7175	283,8528	8,8620	0,7483	20,1397	5,0689	35,2105
301,8000	-3050268432,0509	-752217570,6991	12887595717,6695	13264994992,9627	-0,2299	-0,0567	0,9715	13,7000	283,8531	8,8629	0,7487	20,1708	5,0682	35,2735
301,9000	-3046595203,1375	-751333110,4351	12889241269,5512	13265699539,7649	-0,2297	-0,0566	0,9716	13,6824	283,8535	8,8639	0,7492	20,2020	5,0675	35,3366
302,0000	-3042911635,5015	-750446151,6664	12890884156,1632	13266400226,7247	-0,2294	-0,0566	0,9717	13,6649	283,8539	8,8648	0,7496	20,2333	5,0668	35,3998
302,1000	-3039217740,3637	-749556697,0949	12892524372,5010	13267097060,4361	-0,2291	-0,0565	0,9718	13,6472	283,8543	8,8657	0,7500	20,2646	5,0661	35,4631
302,2000	-3035513528,9763	-748664749,4301	12894161913,5681	13267790047,5154	-0,2288	-0,0564	0,9718	13,6296	283,8547	8,8667	0,7504	20,2960	5,0654	35,5266
302,3000	-3031799012,6230	-747770311,3889	12895796774,3764	13268479194,6008	-0,2285	-0,0564	0,9719	13,6119	283,8550	8,8676	0,7508	20,3274	5,0648	35,5901
302,4000	-3028074202,6188	-746873385,6959	12897428949,9458	13269164508,3527	-0,2282	-0,0563	0,9720	13,5941	283,8554	8,8685	0,7513	20,3589	5,0641	35,6538
302,5000	-3024339110,3102	-745973975,0834	12899058435,3044	13269845995,4534	-0,2279	-0,0562	0,9721	13,5764	283,8558	8,8694	0,7517	20,3904	5,0634	35,7175
302,6000	-3020593747,0750	-745072082,2911	12900685225,4885	13270523662,6071	-0,2276	-0,0561	0,9721	13,5586	283,8562	8,8703	0,7521	20,4220	5,0627	35,7814
302,7000	-3016838124,3220	-744167710,0664	12902309315,5426	13271197516,5395	-0,2273	-0,0561	0,9722	13,5407	283,8566	8,8712	0,7525	20,4537	5,0620	35,8454
302,8000	-3013072253,4917	-743260861,1640	12903930700,5194	13271867563,9982	-0,2270	-0,0560	0,9723	13,5228	283,8570	8,8721	0,7529	20,4854	5,0613	35,9095
302,9000	-3009296146,0555	-742351538,3465	12905549375,4800	13272533811,7521	-0,2267	-0,0559	0,9724	13,5049	283,8574	8,8730	0,7533	20,5171	5,0606	35,9737
303,0000	-3005509813,5160	-741439744,3837	12907165335,4936	13273196266,5915	-0,2264	-0,0559	0,9724	13,4869	283,8578	8,8739	0,7538	20,5489	5,0599	36,0380
303,1000	-3001713267,4072	-740525482,0532	12908778575,6376	13273854935,3283	-0,2261	-0,0558	0,9725	13,4689	283,8582	8,8748	0,7542	20,5808	5,0592	36,1024
303,2000	-2997906519,2940	-739608754,1400	12910389090,9979	13274509824,7951	-0,2258	-0,0557	0,9726	13,4508	283,8586	8,8756	0,7546	20,6127	5,0585	36,1669
303,3000	-2994089580,7723	-738689563,4365	12911996876,6685	13275160941,8461	-0,2255	-0,0556	0,9726	13,4327	283,8590	8,8765	0,7550	20,6447	5,0578	36,2315
303,4000	-2990262463,4692	-737767912,7428	12913601927,7519	13275808293,3561	-0,2252	-0,0556	0,9727	13,4146	283,8594	8,8774	0,7554	20,6767	5,0571	36,2963
303,5000	-2986425179,0428	-736843804,8665	12915204239,3588	13276451886,2210	-0,2249	-0,0555	0,9728	13,3964	283,8598	8,8782	0,7558	20,7088	5,0564	36,3611
303,6000	-2982577739,1821	-735917242,6224	12916803806,6083	13277091727,3574	-0,2246	-0,0554	0,9729	13,3782	283,8602	8,8791	0,7562	20,7409	5,0557	36,4261
303,7000	-2978720155,6071	-734988228,8331	12918400624,6277	13277727823,7026	-0,2243	-0,0554	0,9729	13,3600	283,8607	8,8799	0,7567	20,7731	5,0550	36,4912
303,8000	-2974852440,0687	-734056766,3284	12919994688,5531	13278360182,2143	-0,2240	-0,0553	0,9730	13,3417	283,8611	8,8808	0,7571	20,8053	5,0543	36,5563
303,9000	-2970974604,3485	-733122857,9459	12921585993,5284	13278988809,8709	-0,2237	-0,0552	0,9731	13,3233	283,8615	8,8816	0,7575	20,8376	5,0536	36,6216
304,0000	-2967086660,2592	-732186506,5303	12923174534,7064	13279613713,6710	-0,2234	-0,0551	0,9732	13,3050	283,8619	8,8825	0,7579	20,8700	5,0529	36,6870
304,1000	-2963188619,6441	-731247714,9340	12924760307,2481	13280234900,6334	-0,2231	-0,0551	0,9732	13,2866	283,8623	8,8833	0,7583	20,9024	5,0522	36,7525
304,2000	-2959280494,3773	-730306486,0165	12926343306,3229	13280852377,7971	-0,2228	-0,0550	0,9733	13,2681	283,8628	8,8841	0,7587	20,9348	5,0515	36,8181
304,3000	-2955362296,3637	-729362822,6452	12927923527,1088	13281466152,2212	-0,2225	-0,0549	0,9734	13,2496	283,8632	8,8849	0,7591	20,9673	5,0508	36,8838
304,4000	-2951434037,5387	-728416727,6946	12929500964,7921	13282076230,9846	-0,2222	-0,0548	0,9735	13,2311	283,8636	8,8858	0,7595	20,9999	5,0501	36,9496
304,5000	-2947495729,8685	-727468204,0465	12931075614,5677	13282682621,1861	-0,2219	-0,0548	0,9735	13,2125	283,8640	8,8866	0,7599	21,0325	5,0494	37,0155
304,6000	-2943547385,3498	-726517254,5905	12932647471,6388	13283285329,9440	-0,2216	-0,0547	0,9736	13,1939	283,8645	8,8874	0,7603	21,0651	5,0487	37,0816
304,7000	-2939589016,0101	-725563882,2232	12934216531,2175	13283884364,3964	-0,2213	-0,0546	0,9737	13,1753	283,8649	8,8882	0,7607	21,0979	5,0480	37,1477
304,8000	-2935620633,9072	-724608089,8489	12935782788,5240	13284479731,7008	-0,2210	-0,0545	0,9738	13,1566	283,8653	8,8890	0,7611	21,1306	5,0473	37,2140
304,9000	-2931642251,1294	-723649880,3789	12937346238,7872	13285071439,0342	-0,2207	-0,0545	0,9738	13,1379	283,8658	8,8898	0,7615	21,1634	5,0466	37,2803
305,0000	-2927653879,7957	-722689256,7322	12938906877,2446	13285659493,5926	-0,2204	-0,0544	0,9739	13,1191	283,8662	8,8906	0,7619	21,1963	5,0459	37,3468
305,1000	-2923655532,0553	-721726221,8349	12940464699,1423	13286243902,5915	-0,2201	-0,0543	0,9740	13,1003	283,8667	8,8913	0,7623	21,2292	5,0452	37,4133
305,2000	-2919647220,0878	-720760778,6208	12942019699,7348	13286824673,2652	-0,2197	-0,0542	0,9740	13,0815	283,8671	8,8921	0,7628	21,2622	5,0445	37,4800
305,3000	-2915628956,1032	-719792930,0306	12943571874,2854	13287401812,8670	-0,2194	-0,0542	0,9741	13,0626	283,8675	8,8929	0,7632	21,2953	5,0437	37,5468
305,4000	-2911600752,3420	-718822679,0127	12945121218,0657	13287975328,6690	-0,2191	-0,0541	0,9742	13,0437	283,8680	8,8937	0,7636	21,3283	5,0430	37,6136
305,5000	-2907562621,0747	-717850028,5225	12946667726,3564	13288545227,9623	-0,2188	-0,0540	0,9743	13,0248	283,8684	8,8944	0,7640	21,3615	5,0423	37,6806
305,6000	-2903514574,6021	-716874981,5229	12948211394,4464	13289111518,0561	-0,2185	-0,0539	0,9743	13,0058	283,8689	8,8952	0,7644	21,3947	5,0416	37,7477
305,7000	-2899456625,2553	-715897540,9841	12949752217,6334	13289674206,2786	-0,2182	-0,0539	0,9744	12,9867	283,8694	8,8959	0,7648	21,4279	5,0409	37,8149
305,8000	-2895388785,3955	-714917709,8836	12951290191,2239	13290233299,9761	-0,2179	-0,0538	0,9745	12,9677	283,8698	8,8967	0,7651	21,4612	5,0402	37,8822
305,9000	-2891311067,4141	-713935491,2061	12952825310,5329	13290788806,5132	-0,2175	-0,0537	0,9746	12,9486	283,8703	8,8974	0,7655	21,4945	5,0395	37,9496
306,0000	-2887223483,7324	-712950887,9435	12954357570,8842	13291340733,2730	-0,2172	-0,0536	0,9746	12,9294	283,8707	8,8982	0,7659	21,5279	5,0388	38,0171
306,1000	-2883126046,8021	-711963903,0952	12955886967,6102	13291889087,6561	-0,2169	-0,0536	0,9747	12,9102	283,8712	8,8989	0,7663	21,5614	5,0380	38,0847
306,2000	-2879018769,1046	-710974539,6677	12957413496,0522	13292433877,0816	-0,2166	-0,0535	0,9748	12,8910	283,8717	8,8996	0,7667	21,5949	5,0373	38,1524
306,3000	-2874901663,1513	-709982800,6747	12958937151,5600	13292975108,9862	-0,2163	-0,0534	0,9749	12,8718	283,8721	8,9003	0,7671	21,6284	5,0366	38,2202
306,4000	-2870774741,4837	-708988689,1373	12960457929,4923	13293512790,8242	-0,2160	-0,0533	0,9749	12,8525	283,8726	8,9011	0,7675	21,6620	5,0359	38,2881
306,5000	-2866638016,6731	-707992208,0837	12961975825,2167	13294046930,0678	-0,2156	-0,0533	0,9750	12,8331	283,8731	8,9018	0,7679	21,6957	5,0352	38,3562
306,6000	-2862491501,3207	-706993360,5494	12963490834,1092	13294577534,2065	-0,2153	-0,0532	0,9751	12,8138	283,8736	8,9025	0,7683	21,7294	5,0345	38,4243
306,7000	-2858335208,0575	-705992149,5770	12965002951,5550	13295104610,7474	-0,2150	-0,0531	0,9752	12,7944	283,8740	8,9032	0,7687	21,7631	5,0337	38,4925
306,8000	-2854169149,5443	-704988578,2163	12966512172,9479	13295628167,2147	-0,2147	-0,0530	0,9752	12,7749	283,8745	8,9039	0,7691	21,7969	5,0330	38,5608
306,9000	-2849993338,4716	-703982649,5245	12968018493,6905	13296148211,1498	-0,2143	-0,0529	0,9753	12,7554	283,8750	8,9046	0,7695	21,8308	5,0323	38,6293
307,0000	-2845807787,5597	-702974366,5658	12969521909,1942	13296664750,1113	-0,2140	-0,0529	0,9754	12,7359	283,8755	8,9053	0,7699	21,8647	5,0316	38,6978
307,1000	-2841612509,5585	-701963732,4116	12971022414,8795	13297177791,6747	-0,2137	-0,0528	0,9755	12,7163	283,8760	8,9060	0,7703	21,8987	5,0309	38,7664
307,2000	-2837407517,2475	-700950750,1403	12972520006,1756	13297687343,4323	-0,2134	-0,0527	0,9755	12,6967	283,8765	8,9067	0,7707	21,9327	5,0301	38,8352
307,3000	-2833192823,4358	-699935422,8379	12974014678,5204	13298193412,9932	-0,2131	-0,0526	0,9756	12,6771	283,8770	8,9073	0,7710	21,9667	5,0294	38,9040
307,4000	-2828968440,9622	-698917753,5971	12975506427,3611	13298696007,9829	-0,2127	-0,0526	0,9757	12,6574	283,8775	8,9080	0,7714	22,0008	5,0287	38,9729
307,5000	-2824734382,6948	-697897745,5178	12976995248,1533	13299195136,0438	-0,2124	-0,0525	0,9758	12,6377	283,8780	8,9087	0,7718	22,0350	5,0280	39,0420
307,6000	-2820490661,5314	-696875401,7074	12978481136,3621	13299690804,8344	-0,2121	-0,0524	0,9758	12,6180	283,8785	8,9093	0,7722	22,0692	5,0273	39,1111
307,7000	-2816237290,3990	-695850725,2799	12979964087,4610	13300183022,0296	-0,2117	-0,0523	0,9759	12,5982	283,8790	8,9100	0,7726	22,1034	5,0265	39,1803
307,8000	-2811974282,2541	-694823719,3567	12981444096,9327	13300671795,3203	-0,2114	-0,0522	0,9760	12,5783	283,8795	8,9107	0,7730	22,1377	5,0258	39,2497
307,9000	-2807701650,0827	-693794387,0663	12982921160,2690	13301157132,4138	-0,2111	-0,0522	0,9761	12,5585	283,8800	8,9113	0,7734	22,1721	5,0251	39,3191
308,0000	-2803419406,8998	-692762731,5442	12984395272,9703	13301639041,0330	-0,2108	-0,0521	0,9762	12,5386	283,8805	8,9120	0,7737	22,2065	5,0244	39,3886
308,1000	-2799127565,7499	-691728755,9329	12985866430,5463	13302117528,9168	-0,2104	-0,0520	0,9762	12,5186	283,8810	8,9126	0,7741	22,2410	5,0237	39,4583
308,2000	-2794826139,7068	-690692463,3822	12987334628,5157	13302592603,8199	-0,2101	-0,0519	0,9763	12,4987	283,8815	8,9132	0,7745	22,2755	5,0229	39,5280
