
gamma	V_grav_X_inf	V_grav_Y_inf	V_grav_Z_inf	V_grav_inf	i_gip	ortX	ortY	ortZ	normort	V_grav_gel_X	V_grav_gel_Y	V_grav_gel_Z	V_grav_gel	dV_grav
301,0000	-3,8166	0,8710	-4,3813	5,8754	59,0673	-13,0721	23,3269	16,0242	31,1737	-16,6813	-1,5848	-4,0833	17,2467	9,3631
301,1000	-3,8204	0,8779	-4,3765	5,8754	58,9675	-13,0550	23,3044	16,0708	31,1737	-16,6852	-1,5778	-4,0785	17,2487	9,3651
301,2000	-3,8243	0,8848	-4,3718	5,8754	58,8678	-13,0379	23,2819	16,1172	31,1737	-16,6891	-1,5709	-4,0737	17,2507	9,3671
301,3000	-3,8282	0,8917	-4,3670	5,8754	58,7681	-13,0207	23,2593	16,1637	31,1737	-16,6929	-1,5640	-4,0689	17,2527	9,3690
301,4000	-3,8321	0,8986	-4,3622	5,8754	58,6683	-13,0034	23,2367	16,2100	31,1737	-16,6968	-1,5571	-4,0641	17,2547	9,3710
301,5000	-3,8359	0,9055	-4,3573	5,8754	58,5686	-12,9862	23,2140	16,2564	31,1737	-16,7006	-1,5502	-4,0593	17,2567	9,3730
301,6000	-3,8398	0,9124	-4,3525	5,8754	58,4689	-12,9688	23,1912	16,3026	31,1737	-16,7045	-1,5433	-4,0545	17,2586	9,3750
301,7000	-3,8436	0,9193	-4,3477	5,8754	58,3692	-12,9515	23,1683	16,3489	31,1737	-16,7084	-1,5364	-4,0496	17,2606	9,3769
301,8000	-3,8475	0,9262	-4,3428	5,8754	58,2694	-12,9341	23,1454	16,3950	31,1737	-16,7122	-1,5295	-4,0448	17,2626	9,3789
301,9000	-3,8513	0,9330	-4,3379	5,8754	58,1697	-12,9167	23,1224	16,4412	31,1737	-16,7160	-1,5227	-4,0399	17,2646	9,3809
302,0000	-3,8551	0,9399	-4,3330	5,8754	58,0700	-12,8992	23,0994	16,4872	31,1737	-16,7199	-1,5158	-4,0350	17,2665	9,3829
302,1000	-3,8590	0,9468	-4,3281	5,8754	57,9702	-12,8817	23,0762	16,5333	31,1737	-16,7237	-1,5089	-4,0301	17,2685	9,3848
302,2000	-3,8628	0,9536	-4,3232	5,8754	57,8705	-12,8641	23,0530	16,5792	31,1737	-16,7275	-1,5021	-4,0252	17,2704	9,3868
302,3000	-3,8666	0,9605	-4,3183	5,8754	57,7708	-12,8465	23,0297	16,6252	31,1737	-16,7313	-1,4952	-4,0202	17,2724	9,3887
302,4000	-3,8704	0,9673	-4,3133	5,8754	57,6711	-12,8289	23,0064	16,6710	31,1737	-16,7352	-1,4884	-4,0153	17,2744	9,3907
302,5000	-3,8742	0,9741	-4,3084	5,8754	57,5713	-12,8113	22,9830	16,7169	31,1737	-16,7390	-1,4816	-4,0103	17,2763	9,3926
302,6000	-3,8780	0,9810	-4,3034	5,8754	57,4716	-12,7935	22,9595	16,7626	31,1737	-16,7428	-1,4748	-4,0054	17,2783	9,3946
302,7000	-3,8818	0,9878	-4,2984	5,8754	57,3719	-12,7758	22,9359	16,8084	31,1737	-16,7466	-1,4679	-4,0004	17,2802	9,3965
302,8000	-3,8856	0,9946	-4,2934	5,8754	57,2722	-12,7580	22,9123	16,8540	31,1737	-16,7504	-1,4611	-3,9954	17,2821	9,3985
302,9000	-3,8894	1,0014	-4,2884	5,8754	57,1724	-12,7402	22,8886	16,8996	31,1737	-16,7541	-1,4543	-3,9904	17,2841	9,4004
303,0000	-3,8932	1,0082	-4,2834	5,8754	57,0727	-12,7223	22,8648	16,9452	31,1737	-16,7579	-1,4475	-3,9853	17,2860	9,4023
303,1000	-3,8970	1,0150	-4,2783	5,8754	56,9730	-12,7044	22,8410	16,9907	31,1737	-16,7617	-1,4407	-3,9803	17,2879	9,4043
303,2000	-3,9007	1,0218	-4,2733	5,8754	56,8733	-12,6865	22,8171	17,0362	31,1737	-16,7655	-1,4340	-3,9752	17,2899	9,4062
303,3000	-3,9045	1,0285	-4,2682	5,8754	56,7735	-12,6685	22,7931	17,0816	31,1737	-16,7692	-1,4272	-3,9702	17,2918	9,4081
303,4000	-3,9083	1,0353	-4,2631	5,8754	56,6738	-12,6505	22,7691	17,1270	31,1737	-16,7730	-1,4204	-3,9651	17,2937	9,4101
303,5000	-3,9120	1,0421	-4,2580	5,8754	56,5741	-12,6325	22,7450	17,1723	31,1737	-16,7768	-1,4137	-3,9600	17,2957	9,4120
303,6000	-3,9158	1,0488	-4,2529	5,8754	56,4744	-12,6144	22,7208	17,2175	31,1737	-16,7805	-1,4069	-3,9549	17,2976	9,4139
303,7000	-3,9195	1,0556	-4,2478	5,8754	56,3747	-12,5962	22,6965	17,2627	31,1737	-16,7843	-1,4002	-3,9498	17,2995	9,4158
303,8000	-3,9233	1,0623	-4,2427	5,8754	56,2750	-12,5781	22,6722	17,3079	31,1737	-16,7880	-1,3934	-3,9446	17,3014	9,4177
303,9000	-3,9270	1,0690	-4,2375	5,8754	56,1752	-12,5599	22,6478	17,3530	31,1737	-16,7917	-1,3867	-3,9395	17,3033	9,4196
304,0000	-3,9307	1,0757	-4,2324	5,8754	56,0755	-12,5416	22,6233	17,3980	31,1737	-16,7955	-1,3800	-3,9343	17,3052	9,4215
304,1000	-3,9344	1,0825	-4,2272	5,8754	55,9758	-12,5233	22,5988	17,4430	31,1737	-16,7992	-1,3732	-3,9291	17,3071	9,4234
304,2000	-3,9382	1,0892	-4,2220	5,8754	55,8761	-12,5050	22,5742	17,4880	31,1737	-16,8029	-1,3665	-3,9240	17,3090	9,4253
304,3000	-3,9419	1,0959	-4,2168	5,8754	55,7764	-12,4866	22,5495	17,5328	31,1737	-16,8066	-1,3598	-3,9188	17,3109	9,4272
304,4000	-3,9456	1,1026	-4,2116	5,8754	55,6767	-12,4682	22,5248	17,5777	31,1737	-16,8103	-1,3531	-3,9135	17,3128	9,4291
304,5000	-3,9493	1,1093	-4,2063	5,8754	55,5769	-12,4498	22,5000	17,6225	31,1737	-16,8140	-1,3465	-3,9083	17,3147	9,4310
304,6000	-3,9530	1,1159	-4,2011	5,8754	55,4772	-12,4313	22,4751	17,6672	31,1737	-16,8177	-1,3398	-3,9031	17,3166	9,4329
304,7000	-3,9567	1,1226	-4,1958	5,8754	55,3775	-12,4128	22,4502	17,7118	31,1737	-16,8214	-1,3331	-3,8978	17,3185	9,4348
304,8000	-3,9604	1,1293	-4,1906	5,8754	55,2778	-12,3943	22,4252	17,7565	31,1737	-16,8251	-1,3264	-3,8926	17,3204	9,4367
304,9000	-3,9640	1,1359	-4,1853	5,8754	55,1781	-12,3757	22,4001	17,8010	31,1737	-16,8288	-1,3198	-3,8873	17,3222	9,4386
305,0000	-3,9677	1,1426	-4,1800	5,8754	55,0784	-12,3571	22,3750	17,8455	31,1737	-16,8324	-1,3131	-3,8820	17,3241	9,4404
305,1000	-3,9714	1,1492	-4,1747	5,8754	54,9787	-12,3384	22,3497	17,8900	31,1737	-16,8361	-1,3065	-3,8767	17,3260	9,4423
305,2000	-3,9750	1,1559	-4,1694	5,8754	54,8790	-12,3197	22,3245	17,9344	31,1737	-16,8398	-1,2998	-3,8713	17,3279	9,4442
305,3000	-3,9787	1,1625	-4,1640	5,8754	54,7793	-12,3010	22,2991	17,9787	31,1737	-16,8434	-1,2932	-3,8660	17,3297	9,4461
305,4000	-3,9823	1,1691	-4,1587	5,8754	54,6796	-12,2822	22,2737	18,0230	31,1737	-16,8471	-1,2866	-3,8607	17,3316	9,4479
305,5000	-3,9860	1,1757	-4,1533	5,8754	54,5799	-12,2634	22,2482	18,0673	31,1737	-16,8507	-1,2800	-3,8553	17,3335	9,4498
305,6000	-3,9896	1,1823	-4,1480	5,8754	54,4802	-12,2445	22,2226	18,1114	31,1737	-16,8544	-1,2734	-3,8499	17,3353	9,4516
305,7000	-3,9933	1,1889	-4,1426	5,8754	54,3804	-12,2256	22,1970	18,1556	31,1737	-16,8580	-1,2668	-3,8445	17,3372	9,4535
305,8000	-3,9969	1,1955	-4,1372	5,8754	54,2807	-12,2067	22,1713	18,1996	31,1737	-16,8616	-1,2602	-3,8391	17,3390	9,4553
305,9000	-4,0005	1,2021	-4,1318	5,8754	54,1810	-12,1877	22,1456	18,2437	31,1737	-16,8652	-1,2536	-3,8337	17,3409	9,4572
306,0000	-4,0041	1,2087	-4,1263	5,8754	54,0813	-12,1687	22,1198	18,2876	31,1737	-16,8689	-1,2470	-3,8283	17,3427	9,4590
306,1000	-4,0077	1,2152	-4,1209	5,8754	53,9816	-12,1497	22,0939	18,3315	31,1737	-16,8725	-1,2405	-3,8229	17,3446	9,4609
306,2000	-4,0114	1,2218	-4,1154	5,8754	53,8819	-12,1306	22,0679	18,3754	31,1737	-16,8761	-1,2339	-3,8174	17,3464	9,4627
306,3000	-4,0150	1,2284	-4,1100	5,8754	53,7822	-12,1115	22,0419	18,4192	31,1737	-16,8797	-1,2274	-3,8120	17,3482	9,4646
306,4000	-4,0185	1,2349	-4,1045	5,8754	53,6825	-12,0924	22,0158	18,4629	31,1737	-16,8833	-1,2208	-3,8065	17,3501	9,4664
306,5000	-4,0221	1,2414	-4,0990	5,8754	53,5828	-12,0732	21,9896	18,5066	31,1737	-16,8869	-1,2143	-3,8010	17,3519	9,4682
306,6000	-4,0257	1,2480	-4,0935	5,8754	53,4831	-12,0540	21,9634	18,5502	31,1737	-16,8905	-1,2078	-3,7955	17,3537	9,4700
306,7000	-4,0293	1,2545	-4,0880	5,8754	53,3834	-12,0347	21,9371	18,5938	31,1737	-16,8940	-1,2012	-3,7900	17,3555	9,4719
306,8000	-4,0329	1,2610	-4,0825	5,8754	53,2838	-12,0154	21,9107	18,6373	31,1737	-16,8976	-1,1947	-3,7844	17,3574	9,4737
306,9000	-4,0364	1,2675	-4,0769	5,8754	53,1841	-11,9961	21,8843	18,6807	31,1737	-16,9012	-1,1882	-3,7789	17,3592	9,4755
307,0000	-4,0400	1,2740	-4,0714	5,8754	53,0844	-11,9767	21,8578	18,7241	31,1737	-16,9047	-1,1817	-3,7733	17,3610	9,4773
307,1000	-4,0436	1,2805	-4,0658	5,8754	52,9847	-11,9573	21,8313	18,7675	31,1737	-16,9083	-1,1752	-3,7678	17,3628	9,4791
307,2000	-4,0471	1,2870	-4,0602	5,8754	52,8850	-11,9379	21,8046	18,8107	31,1737	-16,9118	-1,1687	-3,7622	17,3646	9,4809
307,3000	-4,0506	1,2934	-4,0546	5,8754	52,7853	-11,9184	21,7779	18,8540	31,1737	-16,9154	-1,1623	-3,7566	17,3664	9,4828
307,4000	-4,0542	1,2999	-4,0490	5,8754	52,6856	-11,8989	21,7512	18,8971	31,1737	-16,9189	-1,1558	-3,7510	17,3682	9,4846
307,5000	-4,0577	1,3064	-4,0434	5,8754	52,5859	-11,8793	21,7243	18,9402	31,1737	-16,9224	-1,1494	-3,7454	17,3700	9,4864
307,6000	-4,0612	1,3128	-4,0378	5,8754	52,4862	-11,8598	21,6975	18,9833	31,1737	-16,9260	-1,1429	-3,7397	17,3718	9,4881
307,7000	-4,0648	1,3193	-4,0321	5,8754	52,3865	-11,8401	21,6705	19,0263	31,1737	-16,9295	-1,1365	-3,7341	17,3736	9,4899
307,8000	-4,0683	1,3257	-4,0265	5,8754	52,2868	-11,8205	21,6435	19,0692	31,1737	-16,9330	-1,1300	-3,7284	17,3754	9,4917
307,9000	-4,0718	1,3321	-4,0208	5,8754	52,1871	-11,8008	21,6164	19,1121	31,1737	-16,9365	-1,1236	-3,7228	17,3772	9,4935
308,0000	-4,0753	1,3385	-4,0151	5,8754	52,0875	-11,7811	21,5892	19,1549	31,1737	-16,9400	-1,1172	-3,7171	17,3790	9,4953
308,1000	-4,0788	1,3449	-4,0094	5,8754	51,9878	-11,7613	21,5620	19,1977	31,1737	-16,9435	-1,1108	-3,7114	17,3808	9,4971
308,2000	-4,0823	1,3513	-4,0037	5,8754	51,8881	-11,7415	21,5347	19,2404	31,1737	-16,9470	-1,1044	-3,7057	17,3825	9,4989
308,3000	-4,0858	1,3577	-3,9980	5,8754	51,7884	-11,7217	21,5074	19,2830	31,1737	-16,9505	-1,0980	-3,6999	17,3843	9,5006
308,4000	-4,0892	1,3641	-3,9922	5,8754	51,6887	-11,7018	21,4799	19,3256	31,1737	-16,9540	-1,0916	-3,6942	17,3861	9,5024
308,5000	-4,0927	1,3705	-3,9865	5,8754	51,5890	-11,6819	21,4525	19,3681	31,1737	-16,9574	-1,0852	-3,6885	17,3878	9,5042
308,6000	-4,0962	1,3769	-3,9807	5,8754	51,4894	-11,6619	21,4249	19,4106	31,1737	-16,9609	-1,0789	-3,6827	17,3896	9,5059
308,7000	-4,0996	1,3832	-3,9750	5,8754	51,3897	-11,6420	21,3973	19,4530	31,1737	-16,9644	-1,0725	-3,6769	17,3914	9,5077
308,8000	-4,1031	1,3896	-3,9692	5,8754	51,2900	-11,6219	21,3696	19,4954	31,1737	-16,9678	-1,0661	-3,6711	17,3931	9,5095
308,9000	-4,1065	1,3959	-3,9634	5,8754	51,1903	-11,6019	21,3419	19,5377	31,1737	-16,9713	-1,0598	-3,6653	17,3949	9,5112
309,0000	-4,1100	1,4023	-3,9576	5,8754	51,0906	-11,5818	21,3141	19,5799	31,1737	-16,9747	-1,0535	-3,6595	17,3966	9,5130
309,1000	-4,1134	1,4086	-3,9517	5,8754	50,9910	-11,5617	21,2862	19,6221	31,1737	-16,9782	-1,0471	-3,6537	17,3984	9,5147
309,2000	-4,1169	1,4149	-3,9459	5,8754	50,8913	-11,5415	21,2582	19,6642	31,1737	-16,9816	-1,0408	-3,6479	17,4001	9,5165
309,3000	-4,1203	1,4212	-3,9401	5,8754	50,7916	-11,5213	21,2302	19,7062	31,1737	-16,9850	-1,0345	-3,6420	17,4019	9,5182
309,4000	-4,1237	1,4275	-3,9342	5,8754	50,6919	-11,5011	21,2022	19,7482	31,1737	-16,9884	-1,0282	-3,6362	17,4036	9,5199
309,5000	-4,1271	1,4338	-3,9283	5,8754	50,5923	-11,4808	21,1740	19,7901	31,1737	-16,9918	-1,0219	-3,6303	17,4053	9,5217
309,6000	-4,1305	1,4401	-3,9224	5,8754	50,4926	-11,4605	21,1458	19,8320	31,1737	-16,9953	-1,0156	-3,6244	17,4071	9,5234
309,7000	-4,1339	1,4464	-3,9165	5,8754	50,3929	-11,4402	21,1176	19,8738	31,1737	-16,9987	-1,0093	-3,6185	17,4088	9,5251
309,8000	-4,1373	1,4526	-3,9106	5,8754	50,2933	-11,4199	21,0892	19,9156	31,1737	-17,0020	-1,0031	-3,6126	17,4105	9,5269
309,9000	-4,1407	1,4589	-3,9047	5,8754	50,1936	-11,3995	21,0608	19,9573	31,1737	-17,0054	-0,9968	-3,6067	17,4123	9,5286
310,0000	-4,1441	1,4651	-3,8988	5,8754	50,0939	-11,3790	21,0324	19,9989	31,1737	-17,0088	-0,9906	-3,6007	17,4140	9,5303
310,1000	-4,1475	1,4714	-3,8928	5,8754	49,9943	-11,3585	21,0039	20,0405	31,1737	-17,0122	-0,9843	-3,5948	17,4157	9,5320
310,2000	-4,1508	1,4776	-3,8869	5,8754	49,8946	-11,3380	20,9753	20,0820	31,1737	-17,0156	-0,9781	-3,5888	17,4174	9,5337
310,3000	-4,1542	1,4839	-3,8809	5,8754	49,7949	-11,3175	20,9466	20,1234	31,1737	-17,0189	-0,9719	-3,5829	17,4191	9,5354
310,4000	-4,1576	1,4901	-3,8749	5,8754	49,6953	-11,2969	20,9179	20,1648	31,1737	-17,0223	-0,9656	-3,5769	17,4208	9,5371
310,5000	-4,1609	1,4963	-3,8689	5,8754	49,5956	-11,2763	20,8891	20,2061	31,1737	-17,0256	-0,9594	-3,5709	17,4225	9,5389
310,6000	-4,1643	1,5025	-3,8629	5,8754	49,4959	-11,2557	20,8603	20,2474	31,1737	-17,0290	-0,9532	-3,5649	17,4242	9,5406
310,7000	-4,1676	1,5087	-3,8569	5,8754	49,3963	-11,2350	20,8314	20,2886	31,1737	-17,0323	-0,9470	-3,5589	17,4259	9,5422
310,8000	-4,1709	1,5149	-3,8509	5,8754	49,2966	-11,2143	20,8024	20,3297	31,1737	-17,0357	-0,9409	-3,5528	17,4276	9,5439
310,9000	-4,1743	1,5210	-3,8448	5,8754	49,1970	-11,1935	20,7734	20,3708	31,1737	-17,0390	-0,9347	-3,5468	17,4293	9,5456
311,0000	-4,1776	1,5272	-3,8388	5,8754	49,0973	-11,1728	20,7443	20,4118	31,1737	-17,0423	-0,9285	-3,5407	17,4310	9,5473
311,1000	-4,1809	1,5334	-3,8327	5,8754	48,9976	-11,1519	20,7152	20,4527	31,1737	-17,0456	-0,9224	-3,5347	17,4327	9,5490
311,2000	-4,1842	1,5395	-3,8266	5,8754	48,8980	-11,1311	20,6859	20,4936	31,1737	-17,0489	-0,9162	-3,5286	17,4344	9,5507
311,3000	-4,1875	1,5456	-3,8205	5,8754	48,7983	-11,1102	20,6567	20,5345	31,1737	-17,0522	-0,9101	-3,5225	17,4360	9,5524
311,4000	-4,1908	1,5518	-3,8144	5,8754	48,6987	-11,0893	20,6273	20,5752	31,1737	-17,0555	-0,9039	-3,5164	17,4377	9,5540
311,5000	-4,1941	1,5579	-3,8083	5,8754	48,5990	-11,0684	20,5979	20,6159	31,1737	-17,0588	-0,8978	-3,5103	17,4394	9,5557
311,6000	-4,1974	1,5640	-3,8022	5,8754	48,4994	-11,0474	20,5684	20,6566	31,1737	-17,0621	-0,8917	-3,5041	17,4410	9,5574
311,7000	-4,2007	1,5701	-3,7960	5,8754	48,3997	-11,0264	20,5389	20,6971	31,1737	-17,0654	-0,8856	-3,4980	17,4427	9,5590
311,8000	-4,2039	1,5762	-3,7899	5,8754	48,3001	-11,0053	20,5093	20,7377	31,1737	-17,0687	-0,8795	-3,4918	17,4444	9,5607
311,9000	-4,2072	1,5823	-3,7837	5,8754	48,2004	-10,9842	20,4796	20,7781	31,1737	-17,0719	-0,8734	-3,4857	17,4460	9,5623
312,0000	-4,2105	1,5884	-3,7775	5,8754	48,1008	-10,9631	20,4499	20,8185	31,1737	-17,0752	-0,8673	-3,4795	17,4477	9,5640
312,1000	-4,2137	1,5945	-3,7713	5,8754	48,0011	-10,9420	20,4201	20,8588	31,1737	-17,0784	-0,8613	-3,4733	17,4493	9,5657
312,2000	-4,2170	1,6005	-3,7651	5,8754	47,9015	-10,9208	20,3903	20,8991	31,1737	-17,0817	-0,8552	-3,4671	17,4510	9,5673
312,3000	-4,2202	1,6066	-3,7589	5,8754	47,8018	-10,8996	20,3604	20,9393	31,1737	-17,0849	-0,8491	-3,4609	17,4526	9,5689
312,4000	-4,2234	1,6126	-3,7527	5,8754	47,7022	-10,8783	20,3304	20,9794	31,1737	-17,0882	-0,8431	-3,4547	17,4543	9,5706
312,5000	-4,2267	1,6187	-3,7464	5,8754	47,6026	-10,8570	20,3004	21,0195	31,1737	-17,0914	-0,8371	-3,4484	17,4559	9,5722
312,6000	-4,2299	1,6247	-3,7402	5,8754	47,5029	-10,8357	20,2703	21,0595	31,1737	-17,0946	-0,8310	-3,4422	17,4575	9,5739
312,7000	-4,2331	1,6307	-3,7339	5,8754	47,4033	-10,8144	20,2401	21,0994	31,1737	-17,0978	-0,8250	-3,4359	17,4592	9,5755
312,8000	-4,2363	1,6367	-3,7277	5,8754	47,3036	-10,7930	20,2099	21,1393	31,1737	-17,1010	-0,8190	-3,4296	17,4608	9,5771
312,9000	-4,2395	1,6427	-3,7214	5,8754	47,2040	-10,7716	20,1796	21,1791	31,1737	-17,1043	-0,8130	-3,4233	17,4624	9,5787
313,0000	-4,2427	1,6487	-3,7151	5,8754	47,1044	-10,7501	20,1493	21,2188	31,1737	-17,1074	-0,8070	-3,4170	17,4640	9,5804
313,1000	-4,2459	1,6547	-3,7088	5,8754	47,0047	-10,7286	20,1189	21,2585	31,1737	-17,1106	-0,8010	-3,4107	17,4656	9,5820
313,2000	-4,2491	1,6606	-3,7024	5,8754	46,9051	-10,7071	20,0884	21,2981	31,1737	-17,1138	-0,7951	-3,4044	17,4673	9,5836
313,3000	-4,2523	1,6666	-3,6961	5,8754	46,8055	-10,6856	20,0579	21,3377	31,1737	-17,1170	-0,7891	-3,3981	17,4689	9,5852
313,4000	-4,2554	1,6726	-3,6898	5,8754	46,7058	-10,6640	20,0273	21,3772	31,1737	-17,1202	-0,7832	-3,3917	17,4705	9,5868
313,5000	-4,2586	1,6785	-3,6834	5,8754	46,6062	-10,6424	19,9967	21,4166	31,1737	-17,1233	-0,7772	-3,3854	17,4721	9,5884
313,6000	-4,2618	1,6844	-3,6770	5,8754	46,5066	-10,6207	19,9660	21,4560	31,1737	-17,1265	-0,7713	-3,3790	17,4737	9,5900
313,7000	-4,2649	1,6904	-3,6707	5,8754	46,4069	-10,5991	19,9352	21,4952	31,1737	-17,1296	-0,7653	-3,3726	17,4753	9,5916
313,8000	-4,2681	1,6963	-3,6643	5,8754	46,3073	-10,5774	19,9044	21,5345	31,1737	-17,1328	-0,7594	-3,3662	17,4769	9,5932
313,9000	-4,2712	1,7022	-3,6579	5,8754	46,2077	-10,5556	19,8735	21,5736	31,1737	-17,1359	-0,7535	-3,3598	17,4785	9,5948
314,0000	-4,2743	1,7081	-3,6515	5,8754	46,1081	-10,5338	19,8426	21,6127	31,1737	-17,1391	-0,7476	-3,3534	17,4800	9,5964
314,1000	-4,2775	1,7140	-3,6450	5,8754	46,0084	-10,5120	19,8115	21,6518	31,1737	-17,1422	-0,7417	-3,3470	17,4816	9,5979
314,2000	-4,2806	1,7199	-3,6386	5,8754	45,9088	-10,4902	19,7805	21,6907	31,1737	-17,1453	-0,7358	-3,3406	17,4832	9,5995
314,3000	-4,2837	1,7257	-3,6321	5,8754	45,8092	-10,4683	19,7493	21,7296	31,1737	-17,1484	-0,7300	-3,3341	17,4848	9,6011
314,4000	-4,2868	1,7316	-3,6257	5,8754	45,7096	-10,4464	19,7182	21,7684	31,1737	-17,1515	-0,7241	-3,3277	17,4864	9,6027
314,5000	-4,2899	1,7374	-3,6192	5,8754	45,6100	-10,4245	19,6869	21,8072	31,1737	-17,1546	-0,7183	-3,3212	17,4879	9,6042
314,6000	-4,2930	1,7433	-3,6127	5,8754	45,5104	-10,4025	19,6556	21,8459	31,1737	-17,1577	-0,7124	-3,3147	17,4895	9,6058
314,7000	-4,2961	1,7491	-3,6062	5,8754	45,4107	-10,3805	19,6242	21,8845	31,1737	-17,1608	-0,7066	-3,3082	17,4910	9,6074
314,8000	-4,2992	1,7549	-3,5997	5,8754	45,3111	-10,3585	19,5928	21,9231	31,1737	-17,1639	-0,7008	-3,3017	17,4926	9,6089
314,9000	-4,3022	1,7608	-3,5932	5,8754	45,2115	-10,3365	19,5613	21,9616	31,1737	-17,1670	-0,6949	-3,2952	17,4942	9,6105
315,0000	-4,3053	1,7666	-3,5867	5,8754	45,1119	-10,3144	19,5298	22,0000	31,1737	-17,1700	-0,6891	-3,2887	17,4957	9,6120
315,1000	-4,3084	1,7724	-3,5801	5,8754	45,0123	-10,2922	19,4981	22,0384	31,1737	-17,1731	-0,6833	-3,2821	17,4973	9,6136
315,2000	-4,3114	1,7782	-3,5736	5,8754	44,9127	-10,2701	19,4665	22,0767	31,1737	-17,1761	-0,6776	-3,2756	17,4988	9,6151
315,3000	-4,3145	1,7839	-3,5670	5,8754	44,8131	-10,2479	19,4347	22,1149	31,1737	-17,1792	-0,6718	-3,2690	17,5003	9,6167
315,4000	-4,3175	1,7897	-3,5604	5,8754	44,7135	-10,2257	19,4030	22,1531	31,1737	-17,1822	-0,6660	-3,2624	17,5019	9,6182
315,5000	-4,3205	1,7955	-3,5539	5,8754	44,6139	-10,2034	19,3711	22,1912	31,1737	-17,1853	-0,6602	-3,2558	17,5034	9,6197
315,6000	-4,3236	1,8012	-3,5473	5,8754	44,5143	-10,1812	19,3392	22,2292	31,1737	-17,1883	-0,6545	-3,2492	17,5049	9,6213
315,7000	-4,3266	1,8069	-3,5407	5,8754	44,4147	-10,1589	19,3072	22,2672	31,1737	-17,1913	-0,6488	-3,2426	17,5065	9,6228
315,8000	-4,3296	1,8127	-3,5340	5,8754	44,3151	-10,1365	19,2752	22,3051	31,1737	-17,1943	-0,6430	-3,2360	17,5080	9,6243
315,9000	-4,3326	1,8184	-3,5274	5,8754	44,2155	-10,1141	19,2431	22,3429	31,1737	-17,1973	-0,6373	-3,2294	17,5095	9,6258
316,0000	-4,3356	1,8241	-3,5208	5,8754	44,1159	-10,0917	19,2110	22,3806	31,1737	-17,2003	-0,6316	-3,2227	17,5110	9,6274
316,1000	-4,3386	1,8298	-3,5141	5,8754	44,0163	-10,0693	19,1788	22,4183	31,1737	-17,2033	-0,6259	-3,2161	17,5126	9,6289
316,2000	-4,3416	1,8355	-3,5074	5,8754	43,9167	-10,0469	19,1465	22,4559	31,1737	-17,2063	-0,6202	-3,2094	17,5141	9,6304
316,3000	-4,3446	1,8412	-3,5008	5,8754	43,8171	-10,0244	19,1142	22,4935	31,1737	-17,2093	-0,6145	-3,2027	17,5156	9,6319
316,4000	-4,3475	1,8469	-3,4941	5,8754	43,7175	-10,0018	19,0819	22,5310	31,1737	-17,2123	-0,6088	-3,1960	17,5171	9,6334
316,5000	-4,3505	1,8525	-3,4874	5,8754	43,6179	-9,9793	19,0494	22,5684	31,1737	-17,2152	-0,6032	-3,1894	17,5186	9,6349
316,6000	-4,3535	1,8582	-3,4807	5,8754	43,5183	-9,9567	19,0169	22,6057	31,1737	-17,2182	-0,5975	-3,1826	17,5201	9,6364
316,7000	-4,3564	1,8638	-3,4740	5,8754	43,4187	-9,9341	18,9844	22,6430	31,1737	-17,2212	-0,5919	-3,1759	17,5216	9,6379
316,8000	-4,3594	1,8695	-3,4672	5,8754	43,3191	-9,9114	18,9518	22,6802	31,1737	-17,2241	-0,5863	-3,1692	17,5230	9,6394
316,9000	-4,3623	1,8751	-3,4605	5,8754	43,2196	-9,8888	18,9191	22,7174	31,1737	-17,2270	-0,5806	-3,1624	17,5245	9,6409
317,0000	-4,3652	1,8807	-3,4537	5,8754	43,1200	-9,8661	18,8864	22,7544	31,1737	-17,2300	-0,5750	-3,1557	17,5260	9,6423
317,1000	-4,3682	1,8863	-3,4470	5,8754	43,0204	-9,8433	18,8536	22,7914	31,1737	-17,2329	-0,5694	-3,1489	17,5275	9,6438
317,2000	-4,3711	1,8919	-3,4402	5,8754	42,9208	-9,8206	18,8208	22,8283	31,1737	-17,2358	-0,5638	-3,1422	17,5290	9,6453
317,3000	-4,3740	1,8975	-3,4334	5,8754	42,8212	-9,7978	18,7879	22,8652	31,1737	-17,2387	-0,5582	-3,1354	17,5304	9,6468
317,4000	-4,3769	1,9031	-3,4266	5,8754	42,7217	-9,7749	18,7549	22,9020	31,1737	-17,2416	-0,5526	-3,1286	17,5319	9,6482
317,5000	-4,3798	1,9086	-3,4198	5,8754	42,6221	-9,7521	18,7219	22,9387	31,1737	-17,2445	-0,5471	-3,1218	17,5334	9,6497
317,6000	-4,3827	1,9142	-3,4130	5,8754	42,5225	-9,7292	18,6889	22,9754	31,1737	-17,2474	-0,5415	-3,1149	17,5348	9,6512
317,7000	-4,3856	1,9197	-3,4061	5,8754	42,4230	-9,7063	18,6557	23,0120	31,1737	-17,2503	-0,5360	-3,1081	17,5363	9,6526
317,8000	-4,3885	1,9253	-3,3993	5,8754	42,3234	-9,6833	18,6226	23,0485	31,1737	-17,2532	-0,5304	-3,1013	17,5377	9,6541
317,9000	-4,3914	1,9308	-3,3924	5,8754	42,2238	-9,6604	18,5893	23,0849	31,1737	-17,2561	-0,5249	-3,0944	17,5392	9,6555
318,0000	-4,3942	1,9363	-3,3856	5,8754	42,1243	-9,6374	18,5560	23,1213	31,1737	-17,2589	-0,5194	-3,0876	17,5406	9,6570
