
gamma	V_grav_X_inf	V_grav_Y_inf	V_grav_Z_inf	V_grav_inf	i_gip	ortX	ortY	ortZ	normort	V_grav_gel_X	V_grav_gel_Y	V_grav_gel_Z	V_grav_gel	dV_grav
284,0000	-3,0932	-0,3853	-4,9804	5,8754	76,0279	-15,3645	26,0591	7,5269	31,1737	-15,9580	-2,8410	-4,6823	16,8716	8,9880
284,1000	-3,0978	-0,3775	-4,9781	5,8754	75,9281	-15,3548	26,0496	7,5795	31,1737	-15,9625	-2,8332	-4,6801	16,8740	8,9904
284,2000	-3,1024	-0,3698	-4,9759	5,8754	75,8283	-15,3451	26,0399	7,6322	31,1737	-15,9671	-2,8255	-4,6778	16,8764	8,9927
284,3000	-3,1069	-0,3620	-4,9736	5,8754	75,7285	-15,3353	26,0302	7,6848	31,1737	-15,9716	-2,8178	-4,6756	16,8788	8,9951
284,4000	-3,1115	-0,3543	-4,9713	5,8754	75,6288	-15,3254	26,0204	7,7374	31,1737	-15,9762	-2,8100	-4,6733	16,8812	8,9975
284,5000	-3,1160	-0,3466	-4,9690	5,8754	75,5290	-15,3155	26,0106	7,7900	31,1737	-15,9807	-2,8023	-4,6710	16,8836	8,9999
284,6000	-3,1206	-0,3389	-4,9667	5,8754	75,4292	-15,3056	26,0006	7,8426	31,1737	-15,9853	-2,7946	-4,6686	16,8860	9,0023
284,7000	-3,1251	-0,3311	-4,9643	5,8754	75,3294	-15,2956	25,9906	7,8951	31,1737	-15,9898	-2,7869	-4,6663	16,8883	9,0047
284,8000	-3,1297	-0,3234	-4,9620	5,8754	75,2296	-15,2856	25,9805	7,9476	31,1737	-15,9944	-2,7791	-4,6640	16,8907	9,0070
284,9000	-3,1342	-0,3157	-4,9596	5,8754	75,1298	-15,2755	25,9703	8,0001	31,1737	-15,9989	-2,7714	-4,6616	16,8931	9,0094
285,0000	-3,1387	-0,3080	-4,9572	5,8754	75,0300	-15,2654	25,9600	8,0526	31,1737	-16,0035	-2,7637	-4,6592	16,8955	9,0118
285,1000	-3,1433	-0,3003	-4,9548	5,8754	74,9302	-15,2552	25,9497	8,1050	31,1737	-16,0080	-2,7560	-4,6568	16,8978	9,0142
285,2000	-3,1478	-0,2926	-4,9524	5,8754	74,8304	-15,2450	25,9392	8,1574	31,1737	-16,0125	-2,7483	-4,6544	16,9002	9,0165
285,3000	-3,1523	-0,2849	-4,9500	5,8754	74,7306	-15,2348	25,9287	8,2098	31,1737	-16,0171	-2,7406	-4,6520	16,9026	9,0189
285,4000	-3,1568	-0,2772	-4,9475	5,8754	74,6309	-15,2245	25,9182	8,2622	31,1737	-16,0216	-2,7329	-4,6495	16,9050	9,0213
285,5000	-3,1614	-0,2695	-4,9451	5,8754	74,5311	-15,2141	25,9075	8,3145	31,1737	-16,0261	-2,7252	-4,6470	16,9073	9,0236
285,6000	-3,1659	-0,2618	-4,9426	5,8754	74,4313	-15,2037	25,8968	8,3668	31,1737	-16,0306	-2,7175	-4,6446	16,9097	9,0260
285,7000	-3,1704	-0,2541	-4,9401	5,8754	74,3315	-15,1933	25,8859	8,4191	31,1737	-16,0351	-2,7098	-4,6421	16,9120	9,0284
285,8000	-3,1749	-0,2464	-4,9376	5,8754	74,2317	-15,1828	25,8750	8,4714	31,1737	-16,0396	-2,7021	-4,6396	16,9144	9,0307
285,9000	-3,1794	-0,2387	-4,9351	5,8754	74,1319	-15,1722	25,8641	8,5236	31,1737	-16,0441	-2,6944	-4,6370	16,9168	9,0331
286,0000	-3,1839	-0,2310	-4,9325	5,8754	74,0321	-15,1616	25,8530	8,5758	31,1737	-16,0487	-2,6867	-4,6345	16,9191	9,0354
286,1000	-3,1884	-0,2234	-4,9300	5,8754	73,9323	-15,1510	25,8419	8,6280	31,1737	-16,0532	-2,6791	-4,6319	16,9215	9,0378
286,2000	-3,1929	-0,2157	-4,9274	5,8754	73,8325	-15,1403	25,8307	8,6802	31,1737	-16,0577	-2,6714	-4,6294	16,9238	9,0401
286,3000	-3,1974	-0,2080	-4,9248	5,8754	73,7328	-15,1296	25,8194	8,7323	31,1737	-16,0622	-2,6637	-4,6268	16,9262	9,0425
286,4000	-3,2019	-0,2003	-4,9222	5,8754	73,6330	-15,1188	25,8080	8,7844	31,1737	-16,0666	-2,6561	-4,6242	16,9285	9,0448
286,5000	-3,2064	-0,1927	-4,9196	5,8754	73,5332	-15,1080	25,7966	8,8365	31,1737	-16,0711	-2,6484	-4,6216	16,9309	9,0472
286,6000	-3,2109	-0,1850	-4,9170	5,8754	73,4334	-15,0972	25,7850	8,8885	31,1737	-16,0756	-2,6407	-4,6189	16,9332	9,0495
286,7000	-3,2154	-0,1774	-4,9143	5,8754	73,3336	-15,0863	25,7734	8,9406	31,1737	-16,0801	-2,6331	-4,6163	16,9356	9,0519
286,8000	-3,2199	-0,1697	-4,9117	5,8754	73,2338	-15,0753	25,7617	8,9926	31,1737	-16,0846	-2,6254	-4,6136	16,9379	9,0542
286,9000	-3,2243	-0,1621	-4,9090	5,8754	73,1340	-15,0643	25,7500	9,0445	31,1737	-16,0891	-2,6178	-4,6109	16,9402	9,0566
287,0000	-3,2288	-0,1544	-4,9063	5,8754	73,0342	-15,0533	25,7381	9,0965	31,1737	-16,0935	-2,6101	-4,6083	16,9426	9,0589
287,1000	-3,2333	-0,1468	-4,9036	5,8754	72,9345	-15,0422	25,7262	9,1484	31,1737	-16,0980	-2,6025	-4,6055	16,9449	9,0612
287,2000	-3,2377	-0,1391	-4,9008	5,8754	72,8347	-15,0310	25,7142	9,2003	31,1737	-16,1025	-2,5948	-4,6028	16,9472	9,0636
287,3000	-3,2422	-0,1315	-4,8981	5,8754	72,7349	-15,0199	25,7021	9,2521	31,1737	-16,1069	-2,5872	-4,6001	16,9496	9,0659
287,4000	-3,2467	-0,1239	-4,8954	5,8754	72,6351	-15,0086	25,6900	9,3040	31,1737	-16,1114	-2,5796	-4,5973	16,9519	9,0682
287,5000	-3,2511	-0,1162	-4,8926	5,8754	72,5353	-14,9974	25,6778	9,3558	31,1737	-16,1158	-2,5719	-4,5946	16,9542	9,0705
287,6000	-3,2556	-0,1086	-4,8898	5,8754	72,4355	-14,9860	25,6654	9,4076	31,1737	-16,1203	-2,5643	-4,5918	16,9565	9,0729
287,7000	-3,2600	-0,1010	-4,8870	5,8754	72,3357	-14,9747	25,6531	9,4593	31,1737	-16,1248	-2,5567	-4,5890	16,9589	9,0752
287,8000	-3,2645	-0,0934	-4,8842	5,8754	72,2360	-14,9633	25,6406	9,5110	31,1737	-16,1292	-2,5491	-4,5861	16,9612	9,0775
287,9000	-3,2689	-0,0857	-4,8813	5,8754	72,1362	-14,9518	25,6280	9,5627	31,1737	-16,1336	-2,5414	-4,5833	16,9635	9,0798
288,0000	-3,2734	-0,0781	-4,8785	5,8754	72,0364	-14,9403	25,6154	9,6144	31,1737	-16,1381	-2,5338	-4,5805	16,9658	9,0821
288,1000	-3,2778	-0,0705	-4,8756	5,8754	71,9366	-14,9288	25,6027	9,6660	31,1737	-16,1425	-2,5262	-4,5776	16,9681	9,0844
288,2000	-3,2822	-0,0629	-4,8728	5,8754	71,8368	-14,9172	25,5899	9,7176	31,1737	-16,1470	-2,5186	-4,5747	16,9704	9,0868
288,3000	-3,2867	-0,0553	-4,8699	5,8754	71,7370	-14,9055	25,5771	9,7692	31,1737	-16,1514	-2,5110	-4,5718	16,9727	9,0891
288,4000	-3,2911	-0,0477	-4,8669	5,8754	71,6373	-14,8939	25,5641	9,8207	31,1737	-16,1558	-2,5034	-4,5689	16,9750	9,0914
288,5000	-3,2955	-0,0401	-4,8640	5,8754	71,5375	-14,8821	25,5511	9,8722	31,1737	-16,1602	-2,4958	-4,5660	16,9774	9,0937
288,6000	-3,2999	-0,0325	-4,8611	5,8754	71,4377	-14,8704	25,5380	9,9237	31,1737	-16,1646	-2,4883	-4,5631	16,9797	9,0960
288,7000	-3,3043	-0,0250	-4,8581	5,8754	71,3379	-14,8585	25,5249	9,9751	31,1737	-16,1691	-2,4807	-4,5601	16,9820	9,0983
288,8000	-3,3087	-0,0174	-4,8552	5,8754	71,2381	-14,8467	25,5116	10,0266	31,1737	-16,1735	-2,4731	-4,5571	16,9843	9,1006
288,9000	-3,3132	-0,0098	-4,8522	5,8754	71,1383	-14,8348	25,4983	10,0780	31,1737	-16,1779	-2,4655	-4,5541	16,9866	9,1029
289,0000	-3,3176	-0,0022	-4,8492	5,8754	71,0386	-14,8228	25,4849	10,1293	31,1737	-16,1823	-2,4579	-4,5511	16,9888	9,1052
289,1000	-3,3220	0,0053	-4,8462	5,8754	70,9388	-14,8108	25,4714	10,1806	31,1737	-16,1867	-2,4504	-4,5481	16,9911	9,1075
289,2000	-3,3264	0,0129	-4,8431	5,8754	70,8390	-14,7988	25,4579	10,2319	31,1737	-16,1911	-2,4428	-4,5451	16,9934	9,1098
289,3000	-3,3308	0,0205	-4,8401	5,8754	70,7392	-14,7867	25,4442	10,2832	31,1737	-16,1955	-2,4352	-4,5420	16,9957	9,1120
289,4000	-3,3351	0,0280	-4,8370	5,8754	70,6394	-14,7745	25,4305	10,3344	31,1737	-16,1999	-2,4277	-4,5390	16,9980	9,1143
289,5000	-3,3395	0,0356	-4,8339	5,8754	70,5397	-14,7624	25,4167	10,3856	31,1737	-16,2043	-2,4201	-4,5359	17,0003	9,1166
289,6000	-3,3439	0,0431	-4,8308	5,8754	70,4399	-14,7501	25,4029	10,4368	31,1737	-16,2086	-2,4126	-4,5328	17,0026	9,1189
289,7000	-3,3483	0,0507	-4,8277	5,8754	70,3401	-14,7379	25,3889	10,4880	31,1737	-16,2130	-2,4050	-4,5297	17,0048	9,1212
289,8000	-3,3527	0,0582	-4,8246	5,8754	70,2403	-14,7255	25,3749	10,5391	31,1737	-16,2174	-2,3975	-4,5266	17,0071	9,1234
289,9000	-3,3570	0,0657	-4,8215	5,8754	70,1405	-14,7132	25,3608	10,5901	31,1737	-16,2218	-2,3900	-4,5234	17,0094	9,1257
290,0000	-3,3614	0,0733	-4,8183	5,8754	70,0408	-14,7008	25,3466	10,6412	31,1737	-16,2261	-2,3824	-4,5203	17,0117	9,1280
290,1000	-3,3658	0,0808	-4,8151	5,8754	69,9410	-14,6883	25,3324	10,6922	31,1737	-16,2305	-2,3749	-4,5171	17,0139	9,1303
290,2000	-3,3701	0,0883	-4,8120	5,8754	69,8412	-14,6758	25,3180	10,7432	31,1737	-16,2349	-2,3674	-4,5139	17,0162	9,1325
290,3000	-3,3745	0,0958	-4,8088	5,8754	69,7414	-14,6633	25,3036	10,7941	31,1737	-16,2392	-2,3599	-4,5107	17,0185	9,1348
290,4000	-3,3788	0,1034	-4,8056	5,8754	69,6417	-14,6507	25,2891	10,8450	31,1737	-16,2436	-2,3524	-4,5075	17,0207	9,1371
290,5000	-3,3832	0,1109	-4,8023	5,8754	69,5419	-14,6381	25,2746	10,8959	31,1737	-16,2479	-2,3448	-4,5043	17,0230	9,1393
290,6000	-3,3875	0,1184	-4,7991	5,8754	69,4421	-14,6254	25,2599	10,9468	31,1737	-16,2523	-2,3373	-4,5010	17,0252	9,1416
290,7000	-3,3919	0,1259	-4,7958	5,8754	69,3423	-14,6127	25,2452	10,9976	31,1737	-16,2566	-2,3298	-4,4978	17,0275	9,1438
290,8000	-3,3962	0,1334	-4,7925	5,8754	69,2425	-14,5999	25,2304	11,0484	31,1737	-16,2610	-2,3223	-4,4945	17,0298	9,1461
290,9000	-3,4006	0,1409	-4,7893	5,8754	69,1428	-14,5871	25,2156	11,0991	31,1737	-16,2653	-2,3148	-4,4912	17,0320	9,1483
291,0000	-3,4049	0,1484	-4,7860	5,8754	69,0430	-14,5743	25,2006	11,1498	31,1737	-16,2696	-2,3074	-4,4879	17,0343	9,1506
291,1000	-3,4092	0,1558	-4,7826	5,8754	68,9432	-14,5614	25,1856	11,2005	31,1737	-16,2740	-2,2999	-4,4846	17,0365	9,1528
291,2000	-3,4135	0,1633	-4,7793	5,8754	68,8434	-14,5484	25,1705	11,2511	31,1737	-16,2783	-2,2924	-4,4813	17,0388	9,1551
291,3000	-3,4179	0,1708	-4,7759	5,8754	68,7437	-14,5355	25,1553	11,3017	31,1737	-16,2826	-2,2849	-4,4779	17,0410	9,1573
291,4000	-3,4222	0,1783	-4,7726	5,8754	68,6439	-14,5224	25,1401	11,3523	31,1737	-16,2869	-2,2775	-4,4746	17,0432	9,1596
291,5000	-3,4265	0,1857	-4,7692	5,8754	68,5441	-14,5094	25,1247	11,4029	31,1737	-16,2912	-2,2700	-4,4712	17,0455	9,1618
291,6000	-3,4308	0,1932	-4,7658	5,8754	68,4443	-14,4962	25,1093	11,4534	31,1737	-16,2955	-2,2625	-4,4678	17,0477	9,1640
291,7000	-3,4351	0,2006	-4,7624	5,8754	68,3446	-14,4831	25,0938	11,5038	31,1737	-16,2998	-2,2551	-4,4644	17,0499	9,1663
291,8000	-3,4394	0,2081	-4,7590	5,8754	68,2448	-14,4699	25,0783	11,5543	31,1737	-16,3041	-2,2476	-4,4609	17,0522	9,1685
291,9000	-3,4437	0,2155	-4,7555	5,8754	68,1450	-14,4566	25,0626	11,6047	31,1737	-16,3084	-2,2402	-4,4575	17,0544	9,1707
292,0000	-3,4480	0,2230	-4,7521	5,8754	68,0452	-14,4433	25,0469	11,6550	31,1737	-16,3127	-2,2327	-4,4540	17,0566	9,1730
292,1000	-3,4523	0,2304	-4,7486	5,8754	67,9455	-14,4300	25,0311	11,7054	31,1737	-16,3170	-2,2253	-4,4506	17,0589	9,1752
292,2000	-3,4566	0,2379	-4,7451	5,8754	67,8457	-14,4166	25,0153	11,7557	31,1737	-16,3213	-2,2179	-4,4471	17,0611	9,1774
292,3000	-3,4608	0,2453	-4,7416	5,8754	67,7459	-14,4032	24,9993	11,8059	31,1737	-16,3256	-2,2104	-4,4436	17,0633	9,1796
292,4000	-3,4651	0,2527	-4,7381	5,8754	67,6462	-14,3897	24,9833	11,8561	31,1737	-16,3299	-2,2030	-4,4401	17,0655	9,1818
292,5000	-3,4694	0,2601	-4,7346	5,8754	67,5464	-14,3762	24,9672	11,9063	31,1737	-16,3341	-2,1956	-4,4366	17,0677	9,1841
292,6000	-3,4737	0,2675	-4,7310	5,8754	67,4466	-14,3627	24,9511	11,9565	31,1737	-16,3384	-2,1882	-4,4330	17,0699	9,1863
292,7000	-3,4779	0,2750	-4,7275	5,8754	67,3468	-14,3491	24,9348	12,0066	31,1737	-16,3427	-2,1808	-4,4294	17,0721	9,1885
292,8000	-3,4822	0,2824	-4,7239	5,8754	67,2471	-14,3354	24,9185	12,0567	31,1737	-16,3469	-2,1734	-4,4259	17,0744	9,1907
292,9000	-3,4864	0,2898	-4,7203	5,8754	67,1473	-14,3217	24,9021	12,1067	31,1737	-16,3512	-2,1660	-4,4223	17,0766	9,1929
293,0000	-3,4907	0,2972	-4,7167	5,8754	67,0475	-14,3080	24,8856	12,1567	31,1737	-16,3554	-2,1586	-4,4187	17,0788	9,1951
293,1000	-3,4949	0,3045	-4,7131	5,8754	66,9478	-14,2942	24,8691	12,2067	31,1737	-16,3597	-2,1512	-4,4151	17,0810	9,1973
293,2000	-3,4992	0,3119	-4,7095	5,8754	66,8480	-14,2804	24,8524	12,2566	31,1737	-16,3639	-2,1438	-4,4114	17,0832	9,1995
293,3000	-3,5034	0,3193	-4,7058	5,8754	66,7482	-14,2665	24,8357	12,3065	31,1737	-16,3682	-2,1364	-4,4078	17,0854	9,2017
293,4000	-3,5077	0,3267	-4,7021	5,8754	66,6485	-14,2526	24,8190	12,3564	31,1737	-16,3724	-2,1290	-4,4041	17,0876	9,2039
293,5000	-3,5119	0,3341	-4,6985	5,8754	66,5487	-14,2387	24,8021	12,4062	31,1737	-16,3766	-2,1217	-4,4004	17,0897	9,2061
293,6000	-3,5161	0,3414	-4,6948	5,8754	66,4489	-14,2247	24,7852	12,4560	31,1737	-16,3809	-2,1143	-4,3967	17,0919	9,2083
293,7000	-3,5204	0,3488	-4,6911	5,8754	66,3492	-14,2107	24,7682	12,5057	31,1737	-16,3851	-2,1069	-4,3930	17,0941	9,2104
293,8000	-3,5246	0,3561	-4,6873	5,8754	66,2494	-14,1966	24,7511	12,5554	31,1737	-16,3893	-2,0996	-4,3893	17,0963	9,2126
293,9000	-3,5288	0,3635	-4,6836	5,8754	66,1496	-14,1825	24,7340	12,6051	31,1737	-16,3935	-2,0922	-4,3856	17,0985	9,2148
294,0000	-3,5330	0,3708	-4,6799	5,8754	66,0499	-14,1683	24,7167	12,6547	31,1737	-16,3977	-2,0849	-4,3818	17,1007	9,2170
294,1000	-3,5372	0,3782	-4,6761	5,8754	65,9501	-14,1541	24,6994	12,7043	31,1737	-16,4019	-2,0775	-4,3781	17,1028	9,2192
294,2000	-3,5414	0,3855	-4,6723	5,8754	65,8503	-14,1398	24,6820	12,7538	31,1737	-16,4061	-2,0702	-4,3743	17,1050	9,2213
294,3000	-3,5456	0,3928	-4,6685	5,8754	65,7506	-14,1256	24,6646	12,8033	31,1737	-16,4103	-2,0629	-4,3705	17,1072	9,2235
294,4000	-3,5498	0,4002	-4,6647	5,8754	65,6508	-14,1112	24,6471	12,8528	31,1737	-16,4145	-2,0556	-4,3667	17,1093	9,2257
294,5000	-3,5540	0,4075	-4,6609	5,8754	65,5510	-14,0968	24,6295	12,9022	31,1737	-16,4187	-2,0482	-4,3628	17,1115	9,2278
294,6000	-3,5582	0,4148	-4,6570	5,8754	65,4513	-14,0824	24,6118	12,9516	31,1737	-16,4229	-2,0409	-4,3590	17,1137	9,2300
294,7000	-3,5624	0,4221	-4,6532	5,8754	65,3515	-14,0679	24,5940	13,0010	31,1737	-16,4271	-2,0336	-4,3552	17,1158	9,2322
294,8000	-3,5665	0,4294	-4,6493	5,8754	65,2517	-14,0534	24,5762	13,0503	31,1737	-16,4313	-2,0263	-4,3513	17,1180	9,2343
294,9000	-3,5707	0,4367	-4,6454	5,8754	65,1520	-14,0389	24,5583	13,0996	31,1737	-16,4354	-2,0190	-4,3474	17,1202	9,2365
295,0000	-3,5749	0,4440	-4,6415	5,8754	65,0522	-14,0243	24,5403	13,1488	31,1737	-16,4396	-2,0117	-4,3435	17,1223	9,2386
295,1000	-3,5790	0,4513	-4,6376	5,8754	64,9525	-14,0097	24,5223	13,1980	31,1737	-16,4438	-2,0044	-4,3396	17,1245	9,2408
295,2000	-3,5832	0,4586	-4,6337	5,8754	64,8527	-13,9950	24,5041	13,2472	31,1737	-16,4479	-1,9972	-4,3357	17,1266	9,2429
295,3000	-3,5873	0,4658	-4,6297	5,8754	64,7529	-13,9803	24,4859	13,2963	31,1737	-16,4521	-1,9899	-4,3317	17,1288	9,2451
295,4000	-3,5915	0,4731	-4,6258	5,8754	64,6532	-13,9655	24,4676	13,3453	31,1737	-16,4562	-1,9826	-4,3278	17,1309	9,2472
295,5000	-3,5956	0,4804	-4,6218	5,8754	64,5534	-13,9507	24,4493	13,3944	31,1737	-16,4604	-1,9753	-4,3238	17,1330	9,2494
295,6000	-3,5998	0,4876	-4,6178	5,8754	64,4537	-13,9358	24,4309	13,4434	31,1737	-16,4645	-1,9681	-4,3198	17,1352	9,2515
295,7000	-3,6039	0,4949	-4,6138	5,8754	64,3539	-13,9209	24,4124	13,4923	31,1737	-16,4687	-1,9608	-4,3158	17,1373	9,2536
295,8000	-3,6081	0,5021	-4,6098	5,8754	64,2541	-13,9060	24,3938	13,5412	31,1737	-16,4728	-1,9536	-4,3118	17,1394	9,2558
295,9000	-3,6122	0,5094	-4,6058	5,8754	64,1544	-13,8910	24,3751	13,5901	31,1737	-16,4769	-1,9463	-4,3078	17,1416	9,2579
296,0000	-3,6163	0,5166	-4,6017	5,8754	64,0546	-13,8760	24,3564	13,6389	31,1737	-16,4810	-1,9391	-4,3037	17,1437	9,2600
296,1000	-3,6204	0,5238	-4,5977	5,8754	63,9549	-13,8609	24,3376	13,6877	31,1737	-16,4852	-1,9319	-4,2997	17,1458	9,2622
296,2000	-3,6245	0,5311	-4,5936	5,8754	63,8551	-13,8458	24,3187	13,7365	31,1737	-16,4893	-1,9246	-4,2956	17,1480	9,2643
296,3000	-3,6287	0,5383	-4,5895	5,8754	63,7553	-13,8307	24,2998	13,7852	31,1737	-16,4934	-1,9174	-4,2915	17,1501	9,2664
296,4000	-3,6328	0,5455	-4,5854	5,8754	63,6556	-13,8155	24,2808	13,8338	31,1737	-16,4975	-1,9102	-4,2874	17,1522	9,2685
296,5000	-3,6369	0,5527	-4,5813	5,8754	63,5558	-13,8003	24,2617	13,8824	31,1737	-16,5016	-1,9030	-4,2833	17,1543	9,2706
296,6000	-3,6410	0,5599	-4,5772	5,8754	63,4561	-13,7850	24,2425	13,9310	31,1737	-16,5057	-1,8958	-4,2791	17,1564	9,2728
296,7000	-3,6451	0,5671	-4,5730	5,8754	63,3563	-13,7697	24,2233	13,9795	31,1737	-16,5098	-1,8886	-4,2750	17,1585	9,2749
296,8000	-3,6491	0,5743	-4,5689	5,8754	63,2566	-13,7543	24,2040	14,0280	31,1737	-16,5139	-1,8814	-4,2708	17,1606	9,2770
296,9000	-3,6532	0,5815	-4,5647	5,8754	63,1568	-13,7389	24,1846	14,0765	31,1737	-16,5180	-1,8742	-4,2667	17,1627	9,2791
297,0000	-3,6573	0,5887	-4,5605	5,8754	63,0571	-13,7235	24,1651	14,1249	31,1737	-16,5220	-1,8670	-4,2625	17,1649	9,2812
297,1000	-3,6614	0,5959	-4,5563	5,8754	62,9573	-13,7080	24,1456	14,1733	31,1737	-16,5261	-1,8599	-4,2583	17,1670	9,2833
297,2000	-3,6654	0,6030	-4,5521	5,8754	62,8576	-13,6925	24,1260	14,2216	31,1737	-16,5302	-1,8527	-4,2541	17,1690	9,2854
297,3000	-3,6695	0,6102	-4,5479	5,8754	62,7578	-13,6769	24,1063	14,2698	31,1737	-16,5342	-1,8455	-4,2498	17,1711	9,2875
297,4000	-3,6736	0,6174	-4,5436	5,8754	62,6580	-13,6613	24,0865	14,3181	31,1737	-16,5383	-1,8384	-4,2456	17,1732	9,2896
297,5000	-3,6776	0,6245	-4,5393	5,8754	62,5583	-13,6457	24,0667	14,3663	31,1737	-16,5424	-1,8312	-4,2413	17,1753	9,2917
297,6000	-3,6817	0,6316	-4,5351	5,8754	62,4585	-13,6300	24,0468	14,4144	31,1737	-16,5464	-1,8241	-4,2370	17,1774	9,2937
297,7000	-3,6857	0,6388	-4,5308	5,8754	62,3588	-13,6142	24,0268	14,4625	31,1737	-16,5505	-1,8169	-4,2328	17,1795	9,2958
297,8000	-3,6898	0,6459	-4,5265	5,8754	62,2590	-13,5985	24,0067	14,5106	31,1737	-16,5545	-1,8098	-4,2284	17,1816	9,2979
297,9000	-3,6938	0,6531	-4,5222	5,8754	62,1593	-13,5827	23,9866	14,5586	31,1737	-16,5585	-1,8027	-4,2241	17,1837	9,3000
298,0000	-3,6978	0,6602	-4,5178	5,8754	62,0595	-13,5668	23,9664	14,6065	31,1737	-16,5626	-1,7955	-4,2198	17,1857	9,3021
298,1000	-3,7019	0,6673	-4,5135	5,8754	61,9598	-13,5509	23,9462	14,6545	31,1737	-16,5666	-1,7884	-4,2155	17,1878	9,3041
298,2000	-3,7059	0,6744	-4,5091	5,8754	61,8600	-13,5350	23,9258	14,7024	31,1737	-16,5706	-1,7813	-4,2111	17,1899	9,3062
298,3000	-3,7099	0,6815	-4,5047	5,8754	61,7603	-13,5190	23,9054	14,7502	31,1737	-16,5746	-1,7742	-4,2067	17,1919	9,3083
298,4000	-3,7139	0,6886	-4,5004	5,8754	61,6605	-13,5030	23,8849	14,7980	31,1737	-16,5787	-1,7671	-4,2023	17,1940	9,3103
298,5000	-3,7179	0,6957	-4,4960	5,8754	61,5608	-13,4869	23,8643	14,8457	31,1737	-16,5827	-1,7600	-4,1979	17,1961	9,3124
298,6000	-3,7219	0,7028	-4,4915	5,8754	61,4611	-13,4708	23,8437	14,8934	31,1737	-16,5867	-1,7529	-4,1935	17,1981	9,3145
298,7000	-3,7259	0,7099	-4,4871	5,8754	61,3613	-13,4546	23,8230	14,9411	31,1737	-16,5907	-1,7458	-4,1891	17,2002	9,3165
298,8000	-3,7299	0,7169	-4,4827	5,8754	61,2616	-13,4385	23,8022	14,9887	31,1737	-16,5947	-1,7388	-4,1846	17,2022	9,3186
298,9000	-3,7339	0,7240	-4,4782	5,8754	61,1618	-13,4222	23,7814	15,0362	31,1737	-16,5986	-1,7317	-4,1802	17,2043	9,3206
299,0000	-3,7379	0,7311	-4,4737	5,8754	61,0621	-13,4060	23,7604	15,0838	31,1737	-16,6026	-1,7246	-4,1757	17,2063	9,3227
299,1000	-3,7419	0,7381	-4,4692	5,8754	60,9623	-13,3897	23,7395	15,1312	31,1737	-16,6066	-1,7176	-4,1712	17,2084	9,3247
299,2000	-3,7459	0,7452	-4,4647	5,8754	60,8626	-13,3733	23,7184	15,1787	31,1737	-16,6106	-1,7105	-4,1667	17,2104	9,3268
299,3000	-3,7498	0,7522	-4,4602	5,8754	60,7628	-13,3569	23,6972	15,2260	31,1737	-16,6146	-1,7035	-4,1622	17,2125	9,3288
299,4000	-3,7538	0,7592	-4,4557	5,8754	60,6631	-13,3405	23,6760	15,2734	31,1737	-16,6185	-1,6965	-4,1577	17,2145	9,3308
299,5000	-3,7578	0,7663	-4,4511	5,8754	60,5634	-13,3240	23,6547	15,3206	31,1737	-16,6225	-1,6894	-4,1531	17,2165	9,3329
299,6000	-3,7617	0,7733	-4,4466	5,8754	60,4636	-13,3075	23,6334	15,3679	31,1737	-16,6264	-1,6824	-4,1486	17,2186	9,3349
299,7000	-3,7657	0,7803	-4,4420	5,8754	60,3639	-13,2910	23,6120	15,4151	31,1737	-16,6304	-1,6754	-4,1440	17,2206	9,3369
299,8000	-3,7696	0,7873	-4,4374	5,8754	60,2641	-13,2744	23,5905	15,4622	31,1737	-16,6343	-1,6684	-4,1394	17,2226	9,3390
299,9000	-3,7735	0,7943	-4,4328	5,8754	60,1644	-13,2577	23,5689	15,5093	31,1737	-16,6383	-1,6614	-4,1348	17,2247	9,3410
300,0000	-3,7775	0,8013	-4,4282	5,8754	60,0646	-13,2411	23,5472	15,5564	31,1737	-16,6422	-1,6544	-4,1302	17,2267	9,3430
300,1000	-3,7814	0,8083	-4,4236	5,8754	59,9649	-13,2243	23,5255	15,6034	31,1737	-16,6461	-1,6474	-4,1256	17,2287	9,3450
300,2000	-3,7853	0,8153	-4,4189	5,8754	59,8652	-13,2076	23,5037	15,6503	31,1737	-16,6501	-1,6404	-4,1209	17,2307	9,3470
300,3000	-3,7893	0,8223	-4,4143	5,8754	59,7654	-13,1908	23,4819	15,6972	31,1737	-16,6540	-1,6334	-4,1163	17,2327	9,3491
300,4000	-3,7932	0,8293	-4,4096	5,8754	59,6657	-13,1740	23,4599	15,7441	31,1737	-16,6579	-1,6265	-4,1116	17,2347	9,3511
300,5000	-3,7971	0,8362	-4,4049	5,8754	59,5660	-13,1571	23,4379	15,7909	31,1737	-16,6618	-1,6195	-4,1069	17,2368	9,3531
300,6000	-3,8010	0,8432	-4,4002	5,8754	59,4662	-13,1402	23,4159	15,8377	31,1737	-16,6657	-1,6125	-4,1022	17,2388	9,3551
300,7000	-3,8049	0,8501	-4,3955	5,8754	59,3665	-13,1232	23,3937	15,8844	31,1737	-16,6696	-1,6056	-4,0975	17,2408	9,3571
300,8000	-3,8088	0,8571	-4,3908	5,8754	59,2667	-13,1062	23,3715	15,9311	31,1737	-16,6735	-1,5986	-4,0928	17,2428	9,3591
300,9000	-3,8127	0,8640	-4,3861	5,8754	59,1670	-13,0892	23,3492	15,9777	31,1737	-16,6774	-1,5917	-4,0880	17,2448	9,3611
